song,path_to_wav,artist,artist_genre,genre
Last Caress - C.I. Recording 1978,./audio_data/mp3_data/Last Caress - C.I. Recording 1978.mp3,Misfits,horror punknew jersey hardcorenew jersey punkpunk,punk
I Wanna Be Your Dog,./audio_data/mp3_data/I Wanna Be Your Dog.mp3,The Stooges,alternative rockclassic rockdetroit rockgarage rocknew wavepermanent wavepost-punkprotopunkpunkpunk bluesrock,punk
Holiday in Cambodia,./audio_data/mp3_data/Holiday in Cambodia.mp3,Dead Kennedys,early us punkhardcore punkpunkskate punk,punk
Rise Above,./audio_data/mp3_data/Rise Above.mp3,Black Flag,alternative rockcalifornia hardcorehardcore punkpunk,punk
Pills,./audio_data/mp3_data/Pills.mp3,New York Dolls,early us punkglam punkglam rockpost-punkpower popprotopunkpub rockpunkpunk blues,punk
Human Fly,./audio_data/mp3_data/Human Fly.mp3,The Cramps,alternative rockgothabillynew wavepost-punkpsychobillypunkpunk blues,punk
Stupid,./audio_data/mp3_data/Stupid.mp3,Just Friends,alternative emodiy emoemoindie punk,punk
Morbid Obsessions,./audio_data/mp3_data/Morbid Obsessions.mp3,We Are The Union,easycoremodern ska punkskaska punk,punk
Take On Me,./audio_data/mp3_data/Take On Me.mp3,Reel Big Fish,modern ska punkpunkskaska punkskate punksocal pop punk,punk
Awkward Always,./audio_data/mp3_data/Awkward Always.mp3,The Suicide Machines,modern ska punkpunkskaska punkskate punk,punk
Wallflower,./audio_data/mp3_data/Wallflower.mp3,Goldfinger,pop punkpunkskaska punkskate punksocal pop punk,punk
Come on Eileen,./audio_data/mp3_data/Come on Eileen.mp3,Save Ferris,skaska punk,punk
Dippy Egg,./audio_data/mp3_data/Dippy Egg.mp3,Snuff,melodic hardcorepunkskate punk,punk
Morbid Obsessions,./audio_data/mp3_data/Morbid Obsessions.mp3,We Are The Union,easycoremodern ska punkskaska punk,punk
Break The Glass,./audio_data/mp3_data/Break The Glass.mp3,The Suicide Machines,modern ska punkpunkskaska punkskate punk,punk
THE FINAL PARADE,./audio_data/mp3_data/THE FINAL PARADE.mp3,The Mighty Mighty Bosstones,boston punkboston rockpunkskaska punkskate punk,punk
Superman,./audio_data/mp3_data/Superman.mp3,Goldfinger,pop punkpunkskaska punkskate punksocal pop punk,punk
Sunday Morning,./audio_data/mp3_data/Sunday Morning.mp3,No Doubt,alternative rockdance popdance rockpermanent wavepop rock,punk
New Girl,./audio_data/mp3_data/New Girl.mp3,The Suicide Machines,modern ska punkpunkskaska punkskate punk,punk
Livin' the Apocalypse,./audio_data/mp3_data/Livin' the Apocalypse.mp3,Voodoo Glow Skulls,chicano punkmodern ska punkpunkskaska mexicanoska punkskate punk,punk
***SKA,./audio_data/mp3_data/SKA.mp3,Jeff Rosenstock,alternative emobubblegrungeemofolk punkindie punkindie rockmodern power pop,punk
All My Best Friends Are Metalheads,./audio_data/mp3_data/All My Best Friends Are Metalheads.mp3,Less Than Jake,modern ska punkpop punkpunkskaska punkskate punk,punk
You Don't Know Anything About Me,./audio_data/mp3_data/You Don't Know Anything About Me.mp3,zebrahead,funk metalnu metalpop punkpunkrap rockskate punk,punk
One Step Beyond,./audio_data/mp3_data/One Step Beyond.mp3,Madness,new romanticskaska revival,punk
Title Holder,./audio_data/mp3_data/Title Holder.mp3,The Interrupters,punkskaska punkskate punk,punk
I Don't Love You Anymore,./audio_data/mp3_data/I Don't Love You Anymore.mp3,Bomb the Music Industry!,alternative emobubblegrungefolk punkindie punkmodern ska punkskaska punk,punk
Dreamcatcher,./audio_data/mp3_data/Dreamcatcher.mp3,Stacked Like Pancakes,modern ska punk,punk
LONELY BOY,./audio_data/mp3_data/LONELY BOY.mp3,The Mighty Mighty Bosstones,boston punkboston rockpunkskaska punkskate punk,punk
"Your Way, Your Time","./audio_data/mp3_data/Your Way, Your Time.mp3",We Are The Union,easycoremodern ska punkskaska punk,punk
If I Could Only Listen to My Heart,./audio_data/mp3_data/If I Could Only Listen to My Heart.mp3,Bruce Lee Band,modern ska punkskaska punkska revivaltraditional ska,punk
Confession Obsession,./audio_data/mp3_data/Confession Obsession.mp3,Kill Lincoln,modern ska punk,punk
In The Mirror,./audio_data/mp3_data/In The Mirror.mp3,The Interrupters,punkskaska punkskate punk,punk
Turning Japanese,./audio_data/mp3_data/Turning Japanese.mp3,Skankin' Pickle,modern ska punkskaska punk,punk
Lost Again,./audio_data/mp3_data/Lost Again.mp3,Dance Hall Crashers,modern ska punkskaska punk,punk
The Impression That I Get,./audio_data/mp3_data/The Impression That I Get.mp3,The Mighty Mighty Bosstones,boston punkboston rockpunkskaska punkskate punk,punk
She Got Arrested,./audio_data/mp3_data/She Got Arrested.mp3,The Interrupters,punkskaska punkskate punk,punk
The World Is New,./audio_data/mp3_data/The World Is New.mp3,Save Ferris,skaska punk,punk
Lie to Me,./audio_data/mp3_data/Lie to Me.mp3,Less Than Jake,modern ska punkpop punkpunkskaska punkskate punk,punk
Beatdown Generation,./audio_data/mp3_data/Beatdown Generation.mp3,Millington,modern ska punk,punk
Too Much Information,./audio_data/mp3_data/Too Much Information.mp3,The Planet Smashers,canadian punkmodern ska punkquebec punkskaska punk,punk
Libriyum,./audio_data/mp3_data/Libriyum.mp3,Days N Daze,acoustic punkanti-folkfolk punktexas punk,punk
The Sweat,./audio_data/mp3_data/The Sweat.mp3,The Supervillains,east coast reggaereggae rockskaska punk,punk
Good Times,./audio_data/mp3_data/Good Times.mp3,Tropidelic,reggae rock,punk
Just Sayings,./audio_data/mp3_data/Just Sayings.mp3,[spunge],modern ska punkskaska punk,punk
Keep on Chasing,./audio_data/mp3_data/Keep on Chasing.mp3,Less Than Jake,modern ska punkpop punkpunkskaska punkskate punk,punk
A Better Home,./audio_data/mp3_data/A Better Home.mp3,We Are The Union,easycoremodern ska punkskaska punk,punk
Rock the Casbah (Ranking Roger),./audio_data/mp3_data/Rock the Casbah (Ranking Roger).mp3,The Clash,,punk
In Through the out Door,./audio_data/mp3_data/In Through the out Door.mp3,Five Iron Frenzy,christian alternative rockchristian punkskaska punk,punk
You Can't Have All of Me,./audio_data/mp3_data/You Can't Have All of Me.mp3,Reel Big Fish,modern ska punkpunkskaska punkskate punksocal pop punk,punk
Can't Stop,./audio_data/mp3_data/Can't Stop.mp3,The Planet Smashers,canadian punkmodern ska punkquebec punkskaska punk,punk
Mirror In the Bathroom,./audio_data/mp3_data/Mirror In the Bathroom.mp3,The English Beat,new wavepermanent waveskaska revival,punk
Stepping Out,./audio_data/mp3_data/Stepping Out.mp3,Big D and the Kids Table,modern ska punkpunkskaska punk,punk
Revolution Riot,./audio_data/mp3_data/Revolution Riot.mp3,Authority Zero,arizona punkmelodic hardcorepunkska punkskate punk,punk
Lost It,./audio_data/mp3_data/Lost It.mp3,The Hippos,modern ska punkskaska punk,punk
Mile High,./audio_data/mp3_data/Mile High.mp3,Left Alone,modern ska punkpunkpunk 'n' rollskaska punkskate punk,punk
Anything,./audio_data/mp3_data/Anything.mp3,Save Ferris,skaska punk,punk
Upside Down,./audio_data/mp3_data/Upside Down.mp3,Popes Of Chillitown,modern ska punk,punk
Here is the News (Papa´s Got a Brand New Pigbag),./audio_data/mp3_data/Here is the News (Papa´s Got a Brand New Pigbag).mp3,Russkaja,gypsy punkrussian punkrussian ska,punk
Future Version,./audio_data/mp3_data/Future Version.mp3,Nana Grizol,anti-folkathens indiebubblegrungeelephant 6folk punkindie punkindie rocksmall room,punk
Ego,./audio_data/mp3_data/Ego.mp3,[spunge],modern ska punkskaska punk,punk
Here In Your Bedroom,./audio_data/mp3_data/Here In Your Bedroom.mp3,Goldfinger,pop punkpunkskaska punkskate punksocal pop punk,punk
Parallelograms,./audio_data/mp3_data/Parallelograms.mp3,Joystick!,modern ska punk,punk
I Think I've Had an Apostrophe,./audio_data/mp3_data/I Think I've Had an Apostrophe.mp3,Just Say Nay,modern ska punk,punk
Hey Road,./audio_data/mp3_data/Hey Road.mp3,Russkaja,gypsy punkrussian punkrussian ska,punk
I Hate This!,./audio_data/mp3_data/I Hate This!.mp3,Bruce Lee Band,modern ska punkskaska punkska revivaltraditional ska,punk
B.L.M,./audio_data/mp3_data/B.L.M.mp3,The Specials,punkskaska revival,punk
When The Wall Falls,./audio_data/mp3_data/When The Wall Falls.mp3,Anti-Flag,punkska punkskate punk,punk
Techno Guilt,./audio_data/mp3_data/Techno Guilt.mp3,Just Say Nay,modern ska punk,punk
Friday,./audio_data/mp3_data/Friday.mp3,Accidental President,punk ska,punk
She's Kerosene,./audio_data/mp3_data/She's Kerosene.mp3,The Interrupters,punkskaska punkskate punk,punk
Gimme Action,./audio_data/mp3_data/Gimme Action.mp3,The Last Gang,,punk
Paint the Night Red,./audio_data/mp3_data/Paint the Night Red.mp3,Buck-O-Nine,modern ska punkskaska punk,punk
Play Some Ska,./audio_data/mp3_data/Play Some Ska.mp3,Random Hand,modern ska punkskaska punk,punk
Strange Days,./audio_data/mp3_data/Strange Days.mp3,Mad Caddies,modern ska punkpunkskaska punkskate punk,punk
Losing Touch,./audio_data/mp3_data/Losing Touch.mp3,Codename Colin,modern ska punk,punk
Fear,./audio_data/mp3_data/Fear.mp3,Bumpin Uglies,east coast reggaereggae rock,punk
Night Train to Moscow,./audio_data/mp3_data/Night Train to Moscow.mp3,The Toasters,euroskaskaska punkska revivaltraditional ska,punk
180 Degrees,./audio_data/mp3_data/180 Degrees.mp3,NOFX,punkskate punksocal pop punk,punk
My Town,./audio_data/mp3_data/My Town.mp3,Buck-O-Nine,modern ska punkskaska punk,punk
Beer,./audio_data/mp3_data/Beer.mp3,Reel Big Fish,modern ska punkpunkskaska punkskate punksocal pop punk,punk
Love Revolution,./audio_data/mp3_data/Love Revolution.mp3,Russkaja,gypsy punkrussian punkrussian ska,punk
Where I'm Going,./audio_data/mp3_data/Where I'm Going.mp3,Rancid,punkrap rockskaska punkskate punk,punk
Bad Love,./audio_data/mp3_data/Bad Love.mp3,Dehd,art popbubblegrungeindie popindie rocksurf punk,punk
Matilda,./audio_data/mp3_data/Matilda.mp3,PUP,alternative emobubblegrungecanadian indiecanadian pop punkcanadian punkemoindie punkindie rockmodern rocktoronto indie,punk
Gotta Let It Go,./audio_data/mp3_data/Gotta Let It Go.mp3,Joyce Manor,alternative emodreamoemoindie garage rockindie punkindie rocklo-fi emopop punk,punk
Try Try Try,./audio_data/mp3_data/Try Try Try.mp3,Pillow Queens,dublin indieirish indie rock,punk
MYSTERY,./audio_data/mp3_data/MYSTERY.mp3,Turnstile,hardcore punk,punk
Jackie Down The Line,./audio_data/mp3_data/Jackie Down The Line.mp3,Fontaines D.C.,chamber psychindie rockirish indie rockmodern alternative rockmodern rock,punk
Dirty Water,./audio_data/mp3_data/Dirty Water.mp3,Marbled Eye,garage psych,punk
Chaise Longue,./audio_data/mp3_data/Chaise Longue.mp3,Wet Leg,,punk
Harness Your Hopes - B-side,./audio_data/mp3_data/Harness Your Hopes - B-side.mp3,Pavement,alternative rockanti-folkart rockdream popindie popindie rocklo-fimodern rocknew waverock,punk
u dont kno me,./audio_data/mp3_data/u dont kno me.mp3,Yot Club,bedroom popindie pop,punk
Speeding 72,./audio_data/mp3_data/Speeding 72.mp3,Momma,bubblegrungesmall room,punk
Gimme A Call,./audio_data/mp3_data/Gimme A Call.mp3,Heart to Gold,alternative emodiy emominneapolis punk,punk
Dying Plant,./audio_data/mp3_data/Dying Plant.mp3,Early Eyes,minneapolis indie,punk
AHHHH!,./audio_data/mp3_data/AHHHH!.mp3,Teen Jesus and the Jean Teasers,australian garage punkcanberra indie,punk
Human Crime,./audio_data/mp3_data/Human Crime.mp3,Pixies,alternative rockboston rockmodern rockpermanent waverock,punk
Bubblegum Infinity,./audio_data/mp3_data/Bubblegum Infinity.mp3,Psychedelic Porn Crumpets,australian garage punkaustralian psychneo-psychedelic,punk
Crawl!,./audio_data/mp3_data/Crawl!.mp3,IDLES,bristol indiemodern rock,punk
Watching Strangers Smile,./audio_data/mp3_data/Watching Strangers Smile.mp3,Parquet Courts,alternative rockbrooklyn indiedenton tx indieindie rockmodern rockneo-psychedelicnoise pop,punk
Pillar On The Bridge Of You,./audio_data/mp3_data/Pillar On The Bridge Of You.mp3,BODEGA,canadian psychedelic rockchamber psych,punk
Anti-glory,./audio_data/mp3_data/Anti-glory.mp3,Horsegirl,,punk
Bury Me In My Shoes - Single Version,./audio_data/mp3_data/Bury Me In My Shoes - Single Version.mp3,TV Priest,chamber psychuk post-punk revival,punk
Tiresome,./audio_data/mp3_data/Tiresome.mp3,Drug Church,alternative emodreamoemoindie punkmodern rock,punk
I'll Make You See God,./audio_data/mp3_data/I'll Make You See God.mp3,The Afghan Whigs,alternative popalternative rockpermanent wavepost-hardcore,punk
"Hello, Hi","./audio_data/mp3_data/Hello, Hi.mp3",Ty Segall,alternative rockbay area indieblues rockgarage popgarage psychgarage rockindie garage rockindie rockmodern rockneo-psychedelicnoise popoc indiepunk blues,punk
Sugar,./audio_data/mp3_data/Sugar.mp3,Surf Curse,dreamoindie surfsurf punkvegas indie,punk
Impermanency,./audio_data/mp3_data/Impermanency.mp3,Declan Welsh and The Decadent West,glasgow indiescottish indie rock,punk
Rat Beat,./audio_data/mp3_data/Rat Beat.mp3,Beach Rats,new jersey punk,punk
Scratchcard Lanyard,./audio_data/mp3_data/Scratchcard Lanyard.mp3,Dry Cleaning,chamber psychindie rockuk post-punk revival,punk
R Entertainment,./audio_data/mp3_data/R Entertainment.mp3,Sports Team,english indie rockmodern alternative rockmodern rock,punk
Tears Are Falling,./audio_data/mp3_data/Tears Are Falling.mp3,Black Polish,,punk
Mad About You,./audio_data/mp3_data/Mad About You.mp3,Televisionaries,,punk
Sober,./audio_data/mp3_data/Sober.mp3,Bakers Eddy,australian garage punkmelbourne indie,punk
Searching for You,./audio_data/mp3_data/Searching for You.mp3,Weird Nightmare,,punk
So Excited,./audio_data/mp3_data/So Excited.mp3,Cola,,punk
The Funhouse,./audio_data/mp3_data/The Funhouse.mp3,Francis of Delirium,luxembourgian indie,punk
Tigers Jaw,./audio_data/mp3_data/Tigers Jaw.mp3,Heart to Gold,alternative emodiy emominneapolis punk,punk
Girl God Gun,./audio_data/mp3_data/Girl God Gun.mp3,Gen and the Degenerates,,punk
You Will Never Work In Television Again,./audio_data/mp3_data/You Will Never Work In Television Again.mp3,The Smile,indie rockmodern rock,punk
Say It,./audio_data/mp3_data/Say It.mp3,SASAMI,art popbubblegrunge,punk
Head On,./audio_data/mp3_data/Head On.mp3,Ducks Ltd.,bubblegrungegarage psychindie folkmodern jangle pop,punk
Drifter,./audio_data/mp3_data/Drifter.mp3,Rotten Mind,garage punkswedish garage rockuppsala indie,punk
MANIC MAN,./audio_data/mp3_data/MANIC MAN.mp3,Curtis Waters,,punk
Nervous,./audio_data/mp3_data/Nervous.mp3,HUSHPUPPY,,punk
PLANT THE FANGS,./audio_data/mp3_data/PLANT THE FANGS.mp3,Masked Man,chillhoplo-fi beatslo-fi rap,punk
A Real Thing,./audio_data/mp3_data/A Real Thing.mp3,The Beths,auckland indiebubblegrungeindie popindie punkkiwi rockmodern power popnz indie,punk
Matilda,./audio_data/mp3_data/Matilda.mp3,PUP,alternative emobubblegrungecanadian indiecanadian pop punkcanadian punkemoindie punkindie rockmodern rocktoronto indie,punk
I Can't Drive,./audio_data/mp3_data/I Can't Drive.mp3,Crawlers,indie popwarrington indie,punk
Honest Living,./audio_data/mp3_data/Honest Living.mp3,Meat Wave,chicago indiechicago pop punkindie punk,punk
2002,./audio_data/mp3_data/2002.mp3,Enumclaw,nu gaze,punk
DAEMON,./audio_data/mp3_data/DAEMON.mp3,Death Lens,action rockaustralian garage punkindie garage rocksocal indiesurf punk,punk
Dreamsickle,./audio_data/mp3_data/Dreamsickle.mp3,Wombo,louisville indie,punk
Who Loves Ya? (Coup d'état),./audio_data/mp3_data/Who Loves Ya (Coup d'état).mp3,Chubby and the Gang,,punk
Pigs Is Pigs,./audio_data/mp3_data/Pigs Is Pigs.mp3,Mannequin Pussy,bubblegrungeindie punkindie rockmodern power popriot grrrl,punk
Waiting,./audio_data/mp3_data/Waiting.mp3,PUP,alternative emobubblegrungecanadian indiecanadian pop punkcanadian punkemoindie punkindie rockmodern rocktoronto indie,punk
Love You Forever,./audio_data/mp3_data/Love You Forever.mp3,THICK,bubblegrungeindie punk,punk
Design - Beck Remix,./audio_data/mp3_data/Design - Beck Remix.mp3,Gustaf,art punk,punk
Low Era - Edit,./audio_data/mp3_data/Low Era - Edit.mp3,Geese,indie rock,punk
Good Will Hunting,./audio_data/mp3_data/Good Will Hunting.mp3,"Black Country, New Road",art popindie rocklondon indiemodern rockuk post-punk revival,punk
What A Memorable Night,./audio_data/mp3_data/What A Memorable Night.mp3,Dune Rats,australian garage punkbrisbane punk,punk
Bone Blossom Green,./audio_data/mp3_data/Bone Blossom Green.mp3,The Mary Veils,,punk
Tell The Papers,./audio_data/mp3_data/Tell The Papers.mp3,CIVIC,australian garage punkgarage punk,punk
Security,./audio_data/mp3_data/Security.mp3,Amyl and The Sniffers,australian garage punk,punk
Brainwashin’,./audio_data/mp3_data/Brainwashin’.mp3,Fade 'Em All,,punk
Back To The Radio,./audio_data/mp3_data/Back To The Radio.mp3,Porridge Radio,art popbrighton indiebubblegrungechamber psychenglish indie rockgarage psychuk post-punk revival,punk
Ain't Nice,./audio_data/mp3_data/Ain't Nice.mp3,Viagra Boys,egg punkstockholm indie,punk
Better Each Day,./audio_data/mp3_data/Better Each Day.mp3,NOBRO,,punk
Jump!! (Or Get Jumped!!!)((by the future)),./audio_data/mp3_data/Jump!! (Or Get Jumped!!!)((by the future)).mp3,Soul Glo,scream rap,punk
TV or Not TV,./audio_data/mp3_data/TV or Not TV.mp3,Liily,modern alternative rockmodern rock,punk
Just For Love,./audio_data/mp3_data/Just For Love.mp3,Bully,bubblegrungeindie punk,punk
Across That Fine Line,./audio_data/mp3_data/Across That Fine Line.mp3,Nation of Language,brooklyn indiechamber psychindie rock,punk
In the Stone,./audio_data/mp3_data/In the Stone.mp3,The Goon Sax,garage psychmodern jangle pop,punk
Lava Lamp Pisco,./audio_data/mp3_data/Lava Lamp Pisco.mp3,Psychedelic Porn Crumpets,australian garage punkaustralian psychneo-psychedelic,punk
Lighthouse,./audio_data/mp3_data/Lighthouse.mp3,Mattiel,chamber psych,punk
Escape,./audio_data/mp3_data/Escape.mp3,Destroy Boys,indie popoakland indie,punk
Fate Is...,./audio_data/mp3_data/Fate Is....mp3,Wednesday,art popasheville indiebubblegrungeindie folkindie popindie rocklo-fi indie,punk
Jackie,./audio_data/mp3_data/Jackie.mp3,Yves Tumor,alternative r&bart popescape roomexperimental r&b,punk
Criminal Nah,./audio_data/mp3_data/Criminal Nah.mp3,Punkband,,punk
Head Cheerleader,./audio_data/mp3_data/Head Cheerleader.mp3,Pom Pom Squad,bubblegrungeindie pop,punk
I Hate My Life,./audio_data/mp3_data/I Hate My Life.mp3,Mr. Max,,punk
Missile Command,./audio_data/mp3_data/Missile Command.mp3,Quicksand,alternative metaldreamoemogrungenyhcpost-hardcore,punk
Gum,./audio_data/mp3_data/Gum.mp3,Thyla,brighton indie,punk
I'm Your President,./audio_data/mp3_data/I'm Your President.mp3,Mother's Cake,austrian metalaustrian stoner rock,punk
Earth To Mike,./audio_data/mp3_data/Earth To Mike.mp3,Spiritual Cramp,bay area indieindie punk,punk
HeatDeath,./audio_data/mp3_data/HeatDeath.mp3,Suave Punk,,punk
Friends On Ice,./audio_data/mp3_data/Friends On Ice.mp3,Yung,danish post-punk,punk
BATTERY NOT INCLUDED,./audio_data/mp3_data/BATTERY NOT INCLUDED.mp3,Ho99o9,experimental hip hopindustrial hip hop,punk
Million Miles of Fun,./audio_data/mp3_data/Million Miles of Fun.mp3,Drug Church,alternative emodreamoemoindie punkmodern rock,punk
Misplaced,./audio_data/mp3_data/Misplaced.mp3,Soul Blind,american shoegazedreamogrungegaze,punk
Peaceful Life,./audio_data/mp3_data/Peaceful Life.mp3,Punkband,,punk
Burning Down a Denny's,./audio_data/mp3_data/Burning Down a Denny's.mp3,Suntitle,,punk
Modern Dinosaur,./audio_data/mp3_data/Modern Dinosaur.mp3,Beach Riot,brighton indiemodern alternative rock,punk
Misery Business,./audio_data/mp3_data/Misery Business.mp3,Paramore,candy poppixiepop emopop punk,punk
"Dance, Dance","./audio_data/mp3_data/Dance, Dance.mp3",Fall Out Boy,emomodern rockrock,punk
The Rock Show,./audio_data/mp3_data/The Rock Show.mp3,blink-182,pop punkpunkrocksocal pop punk,punk
In Too Deep,./audio_data/mp3_data/In Too Deep.mp3,Sum 41,canadian pop punkcanadian punkpunkrock,punk
I'm Not Okay (I Promise),./audio_data/mp3_data/I'm Not Okay (I Promise).mp3,My Chemical Romance,emopop punkrock,punk
American Idiot,./audio_data/mp3_data/American Idiot.mp3,Green Day,permanent wavepunk,punk
Miss Murder,./audio_data/mp3_data/Miss Murder.mp3,AFI,pop punkpunkscreamoskate punk,punk
The Kids Aren't Alright,./audio_data/mp3_data/The Kids Aren't Alright.mp3,The Offspring,alternative metalpermanent wavepunkrockskate punksocal pop punk,punk
Stacy's Mom,./audio_data/mp3_data/Stacy's Mom.mp3,Fountains Of Wayne,alternative rockpop rockpower pop,punk
The Middle,./audio_data/mp3_data/The Middle.mp3,Jimmy Eat World,alternative rockemomodern power popmodern rockpop punkpop rockrock,punk
I Don't Care,./audio_data/mp3_data/I Don't Care.mp3,Fall Out Boy,emomodern rockrock,punk
Teenagers,./audio_data/mp3_data/Teenagers.mp3,My Chemical Romance,emopop punkrock,punk
"Fire, Ready, Aim","./audio_data/mp3_data/Fire, Ready, Aim.mp3",Green Day,permanent wavepunk,punk
Fat Lip,./audio_data/mp3_data/Fat Lip.mp3,Sum 41,canadian pop punkcanadian punkpunkrock,punk
"You're Gonna Go Far, Kid","./audio_data/mp3_data/You're Gonna Go Far, Kid.mp3",The Offspring,alternative metalpermanent wavepunkrockskate punksocal pop punk,punk
High School Never Ends - Main Version - Explicit,./audio_data/mp3_data/High School Never Ends - Main Version - Explicit.mp3,Bowling For Soup,comicpop punkrocktexas pop punk,punk
Become What You Hate,./audio_data/mp3_data/Become What You Hate.mp3,Midtown,emopop punk,punk
Dead on Arrival,./audio_data/mp3_data/Dead on Arrival.mp3,Fall Out Boy,emomodern rockrock,punk
Know Your Enemy,./audio_data/mp3_data/Know Your Enemy.mp3,Green Day,permanent wavepunk,punk
Welcome to the Black Parade,./audio_data/mp3_data/Welcome to the Black Parade.mp3,My Chemical Romance,emopop punkrock,punk
The Anthem,./audio_data/mp3_data/The Anthem.mp3,Good Charlotte,alternative metalpop punkrock,punk
Kill the DJ,./audio_data/mp3_data/Kill the DJ.mp3,Green Day,permanent wavepunk,punk
1985,./audio_data/mp3_data/1985.mp3,Bowling For Soup,comicpop punkrocktexas pop punk,punk
Blonde,./audio_data/mp3_data/Blonde.mp3,Waterparks,alt zmodern rockneon pop punkpixiepop punkrocksocial media poptexas pop punk,punk
Came Out Swinging,./audio_data/mp3_data/Came Out Swinging.mp3,The Wonder Years,alternative emoanthem emoemophilly indiepop punk,punk
First Date,./audio_data/mp3_data/First Date.mp3,blink-182,pop punkpunkrocksocal pop punk,punk
Crisis,./audio_data/mp3_data/Crisis.mp3,WSTR,anthem emoeasycorepop punkuk pop punk,punk
Girl All the Bad Guys Want,./audio_data/mp3_data/Girl All the Bad Guys Want.mp3,Bowling For Soup,comicpop punkrocktexas pop punk,punk
Can't Keep Waiting,./audio_data/mp3_data/Can't Keep Waiting.mp3,MxPx,christian punkpop punkpunkska punkskate punk,punk
What's My Age Again?,./audio_data/mp3_data/What's My Age Again.mp3,blink-182,pop punkpunkrocksocal pop punk,punk
Hollowed Out,./audio_data/mp3_data/Hollowed Out.mp3,Belmont,alternative emoanthem emochicago pop punkeasycorepop punk,punk
Shut Up!,./audio_data/mp3_data/Shut Up!.mp3,Simple Plan,canadian pop punkcanadian punkcanadian rockpop punk,punk
Girl's Not Grey,./audio_data/mp3_data/Girl's Not Grey.mp3,AFI,pop punkpunkscreamoskate punk,punk
Lifestyles of the Rich & Famous,./audio_data/mp3_data/Lifestyles of the Rich & Famous.mp3,Good Charlotte,alternative metalpop punkrock,punk
What You Make It,./audio_data/mp3_data/What You Make It.mp3,With Confidence,anthem emomodern rockpixiepop punk,punk
If You Say So,./audio_data/mp3_data/If You Say So.mp3,The Dead Love,sydney indie,punk
Ignorance,./audio_data/mp3_data/Ignorance.mp3,Paramore,candy poppixiepop emopop punk,punk
All Star,./audio_data/mp3_data/All Star.mp3,"Chunk! No, Captain Chunk!",anthem emoeasycoremetalcorepop punkpost-screamo,punk
estella//,./audio_data/mp3_data/estella.mp3,KennyHoopla,modern rockpop punk,punk
Little Things,./audio_data/mp3_data/Little Things.mp3,Good Charlotte,alternative metalpop punkrock,punk
"Sugar, We're Goin Down","./audio_data/mp3_data/Sugar, We're Goin Down.mp3",Fall Out Boy,emomodern rockrock,punk
crushcrushcrush,./audio_data/mp3_data/crushcrushcrush.mp3,Paramore,candy poppixiepop emopop punk,punk
I Write Sins Not Tragedies,./audio_data/mp3_data/I Write Sins Not Tragedies.mp3,Panic! At The Disco,modern rock,punk
Pain,./audio_data/mp3_data/Pain.mp3,Jimmy Eat World,alternative rockemomodern power popmodern rockpop punkpop rockrock,punk
Sk8er Boi,./audio_data/mp3_data/Sk8er Boi.mp3,Avril Lavigne,canadian popcandy popdance poppoppost-teen pop,punk
Helena,./audio_data/mp3_data/Helena.mp3,My Chemical Romance,emopop punkrock,punk
Cadillac,./audio_data/mp3_data/Cadillac.mp3,Mest,emopop punkskate punk,punk
Kites,./audio_data/mp3_data/Kites.mp3,Sorry Ghost,baton rouge indie,punk
acting like that (feat. Machine Gun Kelly),./audio_data/mp3_data/acting like that (feat. Machine Gun Kelly).mp3,YUNGBLUD,british indie rockmodern rockpoprock,punk
The Hell Song,./audio_data/mp3_data/The Hell Song.mp3,Sum 41,canadian pop punkcanadian punkpunkrock,punk
Lights And Sounds,./audio_data/mp3_data/Lights And Sounds.mp3,Yellowcard,bow poppop punkpop rockrocksocal pop punk,punk
Los Angeles,./audio_data/mp3_data/Los Angeles.mp3,Sugarcult,emoneon pop punkpop punkpunkscreamoskate punk,punk
Give It Up,./audio_data/mp3_data/Give It Up.mp3,Midtown,emopop punk,punk
weapon,./audio_data/mp3_data/weapon.mp3,Against The Current,neon pop punkpixiepop punk,punk
The Ballad of Mona Lisa,./audio_data/mp3_data/The Ballad of Mona Lisa.mp3,Panic! At The Disco,modern rock,punk
Monsters (feat. blackbear),./audio_data/mp3_data/Monsters (feat. blackbear).mp3,All Time Low,modern rockpop punkrock,punk
Bouncing Off The Walls,./audio_data/mp3_data/Bouncing Off The Walls.mp3,Sugarcult,emoneon pop punkpop punkpunkscreamoskate punk,punk
The Future Freaks Me Out,./audio_data/mp3_data/The Future Freaks Me Out.mp3,Motion City Soundtrack,emopop punk,punk
Chicago Is So Two Years Ago,./audio_data/mp3_data/Chicago Is So Two Years Ago.mp3,Fall Out Boy,emomodern rockrock,punk
bloody valentine,./audio_data/mp3_data/bloody valentine.mp3,Machine Gun Kelly,ohio hip hop,punk
Still Waiting,./audio_data/mp3_data/Still Waiting.mp3,Sum 41,canadian pop punkcanadian punkpunkrock,punk
But It's Better If You Do,./audio_data/mp3_data/But It's Better If You Do.mp3,Panic! At The Disco,modern rock,punk
Dirty Little Secret,./audio_data/mp3_data/Dirty Little Secret.mp3,The All-American Rejects,modern rockpop punkpop rockrock,punk
Something Wonderful,./audio_data/mp3_data/Something Wonderful.mp3,Seaway,alternative emoanthem emocanadian pop punkcanadian punkeasycorepop punk,punk
