song,path_to_wav,artist,artist_genre,genre
Violin (feat. Dear Silas),./audio_data/mp3_data/Violin (feat. Dear Silas).mp3,Cookiee Kawaii,escape roomviral rap,pop
Promiscuous,./audio_data/mp3_data/Promiscuous.mp3,Nelly Furtado,canadian latincanadian popdance poppoppop rap,pop
BBM (Bad Bitch Mentality),./audio_data/mp3_data/BBM (Bad Bitch Mentality).mp3,Charmaine,trap queen,pop
Needed Me,./audio_data/mp3_data/Needed Me.mp3,Rihanna,barbadian popdance poppoppop rapurban contemporary,pop
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","./audio_data/mp3_data/34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix.mp3",Ariana Grande,dance poppop,pop
MMM MMM (feat. ATL Jacob),./audio_data/mp3_data/MMM MMM (feat. ATL Jacob).mp3,Kali,pop r&bviral rap,pop
what it means to be a girl,./audio_data/mp3_data/what it means to be a girl.mp3,EMELINE,alt z,pop
good 4 u,./audio_data/mp3_data/good 4 u.mp3,Olivia Rodrigo,pop,pop
Hallucinate,./audio_data/mp3_data/Hallucinate.mp3,Dua Lipa,dance poppopuk pop,pop
Dress,./audio_data/mp3_data/Dress.mp3,Charlotte Sands,alt zpop punk,pop
Get Happy (NVDES Edit) [feat. Blu DeTiger],./audio_data/mp3_data/Get Happy (NVDES Edit) [feat. Blu DeTiger].mp3,The Knocks,alternative danceedmindie poptimismnu discotropical house,pop
Good Ones,./audio_data/mp3_data/Good Ones.mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
Toxic,./audio_data/mp3_data/Toxic.mp3,Britney Spears,dance poppoppost-teen pop,pop
Psycho,./audio_data/mp3_data/Psycho.mp3,Maisie Peters,alt zindie poppopuk pop,pop
Levitating (feat. DaBaby),./audio_data/mp3_data/Levitating (feat. DaBaby).mp3,Dua Lipa,dance poppopuk pop,pop
Backstabber,./audio_data/mp3_data/Backstabber.mp3,Kesha,dance popelectropoppoppost-teen pop,pop
LUCID,./audio_data/mp3_data/LUCID.mp3,Rina Sawayama,art popdance popelectropopescape roompop,pop
CTRL + ALT + DEL,./audio_data/mp3_data/CTRL + ALT + DEL.mp3,Rêve,,pop
Maniac,./audio_data/mp3_data/Maniac.mp3,Conan Gray,bedroom poppop,pop
Man's World - MUNA Remix,./audio_data/mp3_data/Man's World - MUNA Remix.mp3,MARINA,dance popelectropopmetropopolispopuk alternative pop,pop
Boys Don't Cry,./audio_data/mp3_data/Boys Don't Cry.mp3,Anitta,funk cariocafunk poppagode baianopop nacional,pop
Used To Know Me,./audio_data/mp3_data/Used To Know Me.mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
Born This Way,./audio_data/mp3_data/Born This Way.mp3,Lady Gaga,art popdance poppop,pop
Mirror,./audio_data/mp3_data/Mirror.mp3,Sigrid,dance popnorwegian poppop,pop
Sacrifice,./audio_data/mp3_data/Sacrifice.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Say So,./audio_data/mp3_data/Say So.mp3,Doja Cat,dance poppop,pop
yoga (feat. Rebecca Black),./audio_data/mp3_data/yoga (feat. Rebecca Black).mp3,bbno$,canadian hip hopdark trapvapor trap,pop
Please - Single Edit,./audio_data/mp3_data/Please - Single Edit.mp3,Jessie Ware,art popbritish souldance popelectropopneo soulpoppop soultropical house,pop
Wannabe,./audio_data/mp3_data/Wannabe.mp3,Spice Girls,dance popeuropopgirl grouppop,pop
Take My Breath - Single Version,./audio_data/mp3_data/Take My Breath - Single Version.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Rain On Me (with Ariana Grande),./audio_data/mp3_data/Rain On Me (with Ariana Grande).mp3,Lady Gaga,art popdance poppop,pop
Message In A Bottle (Taylor's Version) (From The Vault),./audio_data/mp3_data/Message In A Bottle (Taylor's Version) (From The Vault).mp3,Taylor Swift,pop,pop
Boss Bitch,./audio_data/mp3_data/Boss Bitch.mp3,Doja Cat,dance poppop,pop
Children,./audio_data/mp3_data/Children.mp3,Billy Porter,broadwayhollywoodshow tunes,pop
Met Him Last Night - Dave Audé Remix,./audio_data/mp3_data/Met Him Last Night - Dave Audé Remix.mp3,Demi Lovato,dance poppoppost-teen pop,pop
Don't Go Yet,./audio_data/mp3_data/Don't Go Yet.mp3,Camila Cabello,dance poppoppost-teen pop,pop
Save Your Tears (with Ariana Grande) (Remix),./audio_data/mp3_data/Save Your Tears (with Ariana Grande) (Remix).mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Beg For You (feat. Rina Sawayama),./audio_data/mp3_data/Beg For You (feat. Rina Sawayama).mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
R U HIGH (feat. Mallrat),./audio_data/mp3_data/R U HIGH (feat. Mallrat).mp3,The Knocks,alternative danceedmindie poptimismnu discotropical house,pop
Higher (feat. Alex Newell),./audio_data/mp3_data/Higher (feat. Alex Newell).mp3,VINCINT,pop soul,pop
SHOW OFF (feat. Nicole Scherzinger),./audio_data/mp3_data/SHOW OFF (feat. Nicole Scherzinger).mp3,Todrick Hall,dance poppop,pop
Don't Start Now,./audio_data/mp3_data/Don't Start Now.mp3,Dua Lipa,dance poppopuk pop,pop
abc (The Wild Remix),./audio_data/mp3_data/abc (The Wild Remix).mp3,GAYLE,modern alternative pop,pop
Blinding Lights,./audio_data/mp3_data/Blinding Lights.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Easy (with Kacey Musgraves feat. Mark Ronson),./audio_data/mp3_data/Easy (with Kacey Musgraves feat. Mark Ronson).mp3,Troye Sivan,australian popdance popelectropoppopviral pop,pop
Free Woman,./audio_data/mp3_data/Free Woman.mp3,Lady Gaga,art popdance poppop,pop
Love And Appreciation,./audio_data/mp3_data/Love And Appreciation.mp3,Agnes,dance popelectropopeuropopswedish electropopswedish idol popswedish pop,pop
Higher Power,./audio_data/mp3_data/Higher Power.mp3,Coldplay,permanent wavepop,pop
FEEL SOMETHING DIFFERENT,./audio_data/mp3_data/FEEL SOMETHING DIFFERENT.mp3,Bea Miller,alt zdance popelectropopindie poptimismmodern rockpoppost-teen poptalent show,pop
How to Be a Heartbreaker,./audio_data/mp3_data/How to Be a Heartbreaker.mp3,MARINA,dance popelectropopmetropopolispopuk alternative pop,pop
CAN'T TOUCH THIS - R3HAB Remix,./audio_data/mp3_data/CAN'T TOUCH THIS - R3HAB Remix.mp3,BIA,poppop rapr&brap latinatrap queen,pop
Cold Heart - The Blessed Madonna Remix,./audio_data/mp3_data/Cold Heart - The Blessed Madonna Remix.mp3,Elton John,glam rockmellow goldpiano rock,pop
My Universe,./audio_data/mp3_data/My Universe.mp3,Coldplay,permanent wavepop,pop
My Head & My Heart,./audio_data/mp3_data/My Head & My Heart.mp3,Ava Max,dance poppop,pop
Good as Hell (feat. Ariana Grande) - Remix,./audio_data/mp3_data/Good as Hell (feat. Ariana Grande) - Remix.mp3,Lizzo,dance popescape roomminnesota hip hoppoptrap queen,pop
You Need To Calm Down,./audio_data/mp3_data/You Need To Calm Down.mp3,Taylor Swift,pop,pop
Closer (feat. H.E.R.),./audio_data/mp3_data/Closer (feat. H.E.R.).mp3,Saweetie,cali rapdance poppoppop rapr&btrap queen,pop
Cut To The Feeling,./audio_data/mp3_data/Cut To The Feeling.mp3,Carly Rae Jepsen,canadian popdance popelectropoppoppost-teen pop,pop
Lay Your Head On Me (feat. Marcus Mumford) [Jacques Lu Cont Vocal Mix],./audio_data/mp3_data/Lay Your Head On Me (feat. Marcus Mumford) [Jacques Lu Cont Vocal Mix].mp3,Major Lazer,dance popedmelectro housemoombahtonpoppop dancepop raptropical house,pop
Cool for the Summer,./audio_data/mp3_data/Cool for the Summer.mp3,Demi Lovato,dance poppoppost-teen pop,pop
Beside You (feat. Georgia Ku),./audio_data/mp3_data/Beside You (feat. Georgia Ku).mp3,Matoma,dance popedmelectro houseelectropoppoppop dancepop edmtropical house,pop
In Da Getto,./audio_data/mp3_data/In Da Getto.mp3,J Balvin,latinreggaetonreggaeton colombianotrap latino,pop
OUT OUT (feat. Charli XCX & Saweetie),./audio_data/mp3_data/OUT OUT (feat. Charli XCX & Saweetie).mp3,Joel Corry,dance popedmpoppop dancetropical houseuk dance,pop
When I’m Gone (with Katy Perry),./audio_data/mp3_data/When I’m Gone (with Katy Perry).mp3,Alesso,dance popedmelectro housepoppop danceprogressive electro housetropical house,pop
Go To Town,./audio_data/mp3_data/Go To Town.mp3,Doja Cat,dance poppop,pop
Best They Ever Had,./audio_data/mp3_data/Best They Ever Had.mp3,ROZES,electropopindie poptimismpop edm,pop
How Will I Know,./audio_data/mp3_data/How Will I Know.mp3,Whitney Houston,dance poppopurban contemporary,pop
Memories (feat. Kid Cudi) - 2021 Remix,./audio_data/mp3_data/Memories (feat. Kid Cudi) - 2021 Remix.mp3,David Guetta,big roomdance popedmpoppop dancepop rap,pop
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,./audio_data/mp3_data/Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit.mp3,Riton,dance popedmhousepop dancetropical houseuk dance,pop
Sweet Talker,./audio_data/mp3_data/Sweet Talker.mp3,Years & Years,dance popedmelectropopgauze poppoppop dancetropical houseuk pop,pop
Confident,./audio_data/mp3_data/Confident.mp3,Demi Lovato,dance poppoppost-teen pop,pop
Sacrifice,./audio_data/mp3_data/Sacrifice.mp3,Bebe Rexha,dance popedmelectropoppoppost-teen pop,pop
Watermelon Sugar,./audio_data/mp3_data/Watermelon Sugar.mp3,Harry Styles,pop,pop
All of Me,./audio_data/mp3_data/All of Me.mp3,John Legend,neo soulpoppop soulr&burban contemporary,pop
Another Love,./audio_data/mp3_data/Another Love.mp3,Tom Odell,chill poppop,pop
Lover,./audio_data/mp3_data/Lover.mp3,Taylor Swift,pop,pop
Rehab,./audio_data/mp3_data/Rehab.mp3,Amy Winehouse,british soulindie r&bneo soul,pop
This Love,./audio_data/mp3_data/This Love.mp3,Maroon 5,poppop rock,pop
Sweater Weather,./audio_data/mp3_data/Sweater Weather.mp3,The Neighbourhood,modern alternative rockmodern rockpop,pop
Easy On Me,./audio_data/mp3_data/Easy On Me.mp3,Adele,british soulpoppop souluk pop,pop
Someone Like You (feat. Joy Oladokun),./audio_data/mp3_data/Someone Like You (feat. Joy Oladokun).mp3,Noah Kahan,poppop rockstomp and holler,pop
Best Day Of My Life,./audio_data/mp3_data/Best Day Of My Life.mp3,American Authors,indie poptimismmodern alternative rockmodern rockpoppop rockrock,pop
Heather,./audio_data/mp3_data/Heather.mp3,Conan Gray,bedroom poppop,pop
imagine,./audio_data/mp3_data/imagine.mp3,Ben Platt,hollywoodpopshow tunes,pop
Back To Black,./audio_data/mp3_data/Back To Black.mp3,Amy Winehouse,british soulindie r&bneo soul,pop
Issues,./audio_data/mp3_data/Issues.mp3,Julia Michaels,alt zdance popelectropoppoppost-teen pop,pop
willow,./audio_data/mp3_data/willow.mp3,Taylor Swift,pop,pop
WITHOUT YOU (with Miley Cyrus),./audio_data/mp3_data/WITHOUT YOU (with Miley Cyrus).mp3,The Kid LAROI,australian hip hop,pop
Slow Burn,./audio_data/mp3_data/Slow Burn.mp3,Kacey Musgraves,contemporary countrycountry dawnpoptexas country,pop
Complicated,./audio_data/mp3_data/Complicated.mp3,Avril Lavigne,canadian popcandy popdance poppoppost-teen pop,pop
We Are Young (feat. Janelle Monáe),./audio_data/mp3_data/We Are Young (feat. Janelle Monáe).mp3,fun.,baroque popmetropopolismodern rockpop rock,pop
Yellow,./audio_data/mp3_data/Yellow.mp3,Coldplay,permanent wavepop,pop
Neon Moon - with Kacey Musgraves,./audio_data/mp3_data/Neon Moon - with Kacey Musgraves.mp3,Brooks & Dunn,contemporary countrycountrycountry roadcountry rock,pop
Circles,./audio_data/mp3_data/Circles.mp3,Post Malone,dfw rapmelodic raprap,pop
Somebody That I Used To Know,./audio_data/mp3_data/Somebody That I Used To Know.mp3,Gotye,australian pop,pop
Riptide,./audio_data/mp3_data/Riptide.mp3,Vance Joy,folk-popmodern rockpoppop rock,pop
Cover Me In Sunshine,./audio_data/mp3_data/Cover Me In Sunshine.mp3,P!nk,dance poppoppost-teen pop,pop
Little Bit of Love,./audio_data/mp3_data/Little Bit of Love.mp3,Tom Grennan,modern rocktropical houseuk pop,pop
Sugar,./audio_data/mp3_data/Sugar.mp3,Maroon 5,poppop rock,pop
Put Your Records On,./audio_data/mp3_data/Put Your Records On.mp3,Corinne Bailey Rae,british soulneo mellowneo soulpop soulr&bsoul,pop
The Lazy Song,./audio_data/mp3_data/The Lazy Song.mp3,Bruno Mars,dance poppop,pop
Iris,./audio_data/mp3_data/Iris.mp3,The Goo Goo Dolls,neo mellowpermanent wavepop rock,pop
I Should Probably Go To Bed,./audio_data/mp3_data/I Should Probably Go To Bed.mp3,Dan + Shay,contemporary countrycountrypop,pop
Thunder,./audio_data/mp3_data/Thunder.mp3,Imagine Dragons,modern rockrock,pop
Use Somebody,./audio_data/mp3_data/Use Somebody.mp3,Kings of Leon,modern rockrock,pop
Everywhere,./audio_data/mp3_data/Everywhere.mp3,Michelle Branch,candy popdance poplilithneo mellowpop rockpost-teen pop,pop
Haven't Met You Yet,./audio_data/mp3_data/Haven't Met You Yet.mp3,Michael Bublé,adult standardscanadian popjazz poplounge,pop
Rainbow,./audio_data/mp3_data/Rainbow.mp3,Kacey Musgraves,contemporary countrycountry dawnpoptexas country,pop
Counting Stars,./audio_data/mp3_data/Counting Stars.mp3,OneRepublic,dance poppiano rockpoppop rock,pop
Paradise,./audio_data/mp3_data/Paradise.mp3,Coldplay,permanent wavepop,pop
Sweet Creature,./audio_data/mp3_data/Sweet Creature.mp3,Harry Styles,pop,pop
Rude,./audio_data/mp3_data/Rude.mp3,MAGIC!,reggae fusion,pop
Brave,./audio_data/mp3_data/Brave.mp3,Sara Bareilles,acoustic popdance pophollywoodlilithneo mellowpoppop rock,pop
Chasing After You (with Maren Morris),./audio_data/mp3_data/Chasing After You (with Maren Morris).mp3,Ryan Hurd,contemporary countrycountrycountry pop,pop
Like I Can,./audio_data/mp3_data/Like I Can.mp3,Sam Smith,dance poppopuk pop,pop
Royals,./audio_data/mp3_data/Royals.mp3,Lorde,art popdance popelectropopmetropopolisnz poppop,pop
The Joke,./audio_data/mp3_data/The Joke.mp3,Brandi Carlile,acoustic popfolklilithmodern folk rockneo mellownew americana,pop
Stuck with U (with Justin Bieber),./audio_data/mp3_data/Stuck with U (with Justin Bieber).mp3,Ariana Grande,dance poppop,pop
Love Song,./audio_data/mp3_data/Love Song.mp3,Sara Bareilles,acoustic popdance pophollywoodlilithneo mellowpoppop rock,pop
Marry You,./audio_data/mp3_data/Marry You.mp3,Bruno Mars,dance poppop,pop
I Hope,./audio_data/mp3_data/I Hope.mp3,Gabby Barrett,contemporary countrycountry pop,pop
Drops of Jupiter (Tell Me),./audio_data/mp3_data/Drops of Jupiter (Tell Me).mp3,Train,dance popneo mellowpoppop rock,pop
The Middle,./audio_data/mp3_data/The Middle.mp3,Zedd,complextrodance popedmelectro houseelectropopgerman technopoppop dancepop raptropical house,pop
Light On,./audio_data/mp3_data/Light On.mp3,Maggie Rogers,indie poppop,pop
The Bones,./audio_data/mp3_data/The Bones.mp3,Maren Morris,contemporary countrycountrytexas country,pop
Girls Like You,./audio_data/mp3_data/Girls Like You.mp3,Maroon 5,poppop rock,pop
Walk Me Home,./audio_data/mp3_data/Walk Me Home.mp3,P!nk,dance poppoppost-teen pop,pop
Arcade,./audio_data/mp3_data/Arcade.mp3,Duncan Laurence,dutch pop,pop
Be Like That - feat. Swae Lee & Khalid,./audio_data/mp3_data/Be Like That - feat. Swae Lee & Khalid.mp3,Kane Brown,black americanacontemporary countrycountry road,pop
A Thousand Miles,./audio_data/mp3_data/A Thousand Miles.mp3,Vanessa Carlton,lilithneo mellowpiano rockpop rockpost-teen pop,pop
Ho Hey,./audio_data/mp3_data/Ho Hey.mp3,The Lumineers,folk-poppoppop rockstomp and holler,pop
Take Me to Church,./audio_data/mp3_data/Take Me to Church.mp3,Hozier,irish singer-songwriterpop,pop
Fall Into Me,./audio_data/mp3_data/Fall Into Me.mp3,Forest Blakk,alt zpoppop rock,pop
IDK You Yet,./audio_data/mp3_data/IDK You Yet.mp3,Alexander 23,alt zpop,pop
Heartbreak Anniversary,./audio_data/mp3_data/Heartbreak Anniversary.mp3,Giveon,popr&b,pop
Anywhere Away from Here (Rag’n’Bone Man & P!nk),./audio_data/mp3_data/Anywhere Away from Here (Rag’n’Bone Man & P!nk).mp3,Rag'n'Bone Man,neo soul,pop
Afterglow,./audio_data/mp3_data/Afterglow.mp3,Ed Sheeran,popuk pop,pop
You should be sad,./audio_data/mp3_data/You should be sad.mp3,Halsey,dance popelectropopetherpopindie poptimismpop,pop
If You Love Her,./audio_data/mp3_data/If You Love Her.mp3,Forest Blakk,alt zpoppop rock,pop
Waiting On the World to Change,./audio_data/mp3_data/Waiting On the World to Change.mp3,John Mayer,neo mellowpop rocksinger-songwriter,pop
Memories,./audio_data/mp3_data/Memories.mp3,Maroon 5,poppop rock,pop
I'm Like A Bird - Recorded at Spotify Studios NYC,./audio_data/mp3_data/I'm Like A Bird - Recorded at Spotify Studios NYC.mp3,Alessia Cara,canadian contemporary r&bcanadian popdance poppoppost-teen pop,pop
Put A Little Love On Me,./audio_data/mp3_data/Put A Little Love On Me.mp3,Niall Horan,dance poppoppost-teen pop,pop
July (feat. Leon Bridges),./audio_data/mp3_data/July (feat. Leon Bridges).mp3,Noah Cyrus,dance poppoppost-teen pop,pop
Better Together,./audio_data/mp3_data/Better Together.mp3,Jack Johnson,neo mellow,pop
"10,000 Hours (with Justin Bieber)","./audio_data/mp3_data/10,000 Hours (with Justin Bieber).mp3",Dan + Shay,contemporary countrycountrypop,pop
Shape of You,./audio_data/mp3_data/Shape of You.mp3,Ed Sheeran,popuk pop,pop
Demons,./audio_data/mp3_data/Demons.mp3,Imagine Dragons,modern rockrock,pop
September,./audio_data/mp3_data/September.mp3,James Arthur,poptalent showuk pop,pop
GHOST TOWN,./audio_data/mp3_data/GHOST TOWN.mp3,Benson Boone,,pop
Fight Song,./audio_data/mp3_data/Fight Song.mp3,Rachel Platten,dance popneo mellowpoppop rock,pop
Girl on Fire,./audio_data/mp3_data/Girl on Fire.mp3,Alicia Keys,hip popneo soulpopr&burban contemporary,pop
Slow Hands,./audio_data/mp3_data/Slow Hands.mp3,Niall Horan,dance poppoppost-teen pop,pop
Wherever You Will Go,./audio_data/mp3_data/Wherever You Will Go.mp3,The Calling,neo mellowpop rock,pop
Something Just Like This,./audio_data/mp3_data/Something Just Like This.mp3,The Chainsmokers,dance popedmelectropoppoppop dancetropical house,pop
Lose Somebody,./audio_data/mp3_data/Lose Somebody.mp3,Kygo,edmpoppop dancetropical house,pop
Before You Go,./audio_data/mp3_data/Before You Go.mp3,Lewis Capaldi,popuk pop,pop
Ghost,./audio_data/mp3_data/Ghost.mp3,Ella Henderson,dance poppoppop dancetalent showtropical houseuk pop,pop
Hard Times,./audio_data/mp3_data/Hard Times.mp3,Paramore,candy poppixiepop emopop punk,pop
Born This Way,./audio_data/mp3_data/Born This Way.mp3,Lady Gaga,art popdance poppop,pop
She's Kinda Hot,./audio_data/mp3_data/She's Kinda Hot.mp3,5 Seconds of Summer,boy banddance poppoppost-teen pop,pop
Shake It Off,./audio_data/mp3_data/Shake It Off.mp3,Taylor Swift,pop,pop
Pumped Up Kicks,./audio_data/mp3_data/Pumped Up Kicks.mp3,Foster The People,indietronicamodern rockpop rockrock,pop
California Gurls,./audio_data/mp3_data/California Gurls.mp3,Katy Perry,dance poppoppost-teen pop,pop
Work Bitch,./audio_data/mp3_data/Work Bitch.mp3,Britney Spears,dance poppoppost-teen pop,pop
Last Friday Night (T.G.I.F.),./audio_data/mp3_data/Last Friday Night (T.G.I.F.).mp3,Katy Perry,dance poppoppost-teen pop,pop
Shut Up and Dance,./audio_data/mp3_data/Shut Up and Dance.mp3,WALK THE MOON,dance popdance rockindie poptimismmodern alternative rockmodern rockpop rockrock,pop
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,./audio_data/mp3_data/Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit.mp3,Daft Punk,electrofilter house,pop
I Love It (feat. Charli XCX),./audio_data/mp3_data/I Love It (feat. Charli XCX).mp3,Icona Pop,candy popdance popedmelectropopmetropopolispoppop danceswedish electropopswedish synthpop,pop
Cool for the Summer,./audio_data/mp3_data/Cool for the Summer.mp3,Demi Lovato,dance poppoppost-teen pop,pop
She Looks So Perfect,./audio_data/mp3_data/She Looks So Perfect.mp3,5 Seconds of Summer,boy banddance poppoppost-teen pop,pop
S&M,./audio_data/mp3_data/S&M.mp3,Rihanna,barbadian popdance poppoppop rapurban contemporary,pop
Moves Like Jagger,./audio_data/mp3_data/Moves Like Jagger.mp3,Maroon 5,poppop rock,pop
Teenage Dream,./audio_data/mp3_data/Teenage Dream.mp3,Katy Perry,dance poppoppost-teen pop,pop
Telephone,./audio_data/mp3_data/Telephone.mp3,Lady Gaga,art popdance poppop,pop
Blank Space,./audio_data/mp3_data/Blank Space.mp3,Taylor Swift,pop,pop
Confident,./audio_data/mp3_data/Confident.mp3,Demi Lovato,dance poppoppost-teen pop,pop
Love You Like A Love Song,./audio_data/mp3_data/Love You Like A Love Song.mp3,Selena Gomez & The Scene,dance poppoppost-teen popviral pop,pop
Party In The U.S.A.,./audio_data/mp3_data/Party In The U.S.A..mp3,Miley Cyrus,dance poppoppost-teen pop,pop
Single Ladies (Put a Ring on It),./audio_data/mp3_data/Single Ladies (Put a Ring on It).mp3,Beyoncé,dance poppopr&b,pop
Walking On A Dream,./audio_data/mp3_data/Walking On A Dream.mp3,Empire of the Sun,alternative danceaustralian danceaustralian electropopdance rockelectropopindietronicaneo-synthpopnew rave,pop
Bang Bang,./audio_data/mp3_data/Bang Bang.mp3,Jessie J,dance poppoppop rappost-teen pop,pop
Locked out of Heaven,./audio_data/mp3_data/Locked out of Heaven.mp3,Bruno Mars,dance poppop,pop
Out Of The Woods,./audio_data/mp3_data/Out Of The Woods.mp3,Taylor Swift,pop,pop
Call Me Maybe,./audio_data/mp3_data/Call Me Maybe.mp3,Carly Rae Jepsen,canadian popdance popelectropoppoppost-teen pop,pop
Starships,./audio_data/mp3_data/Starships.mp3,Nicki Minaj,dance pophip poppoppop rapqueens hip hop,pop
Firework,./audio_data/mp3_data/Firework.mp3,Katy Perry,dance poppoppost-teen pop,pop
God is a woman,./audio_data/mp3_data/God is a woman.mp3,Ariana Grande,dance poppop,pop
Lips Are Movin,./audio_data/mp3_data/Lips Are Movin.mp3,Meghan Trainor,dance pophip poppoppost-teen pop,pop
Only Girl (In The World),./audio_data/mp3_data/Only Girl (In The World).mp3,Rihanna,barbadian popdance poppoppop rapurban contemporary,pop
Look What You Made Me Do,./audio_data/mp3_data/Look What You Made Me Do.mp3,Taylor Swift,pop,pop
Marry The Night,./audio_data/mp3_data/Marry The Night.mp3,Lady Gaga,art popdance poppop,pop
Ex's & Oh's,./audio_data/mp3_data/Ex's & Oh's.mp3,Elle King,modern blues rock,pop
Memories (feat. Kid Cudi),./audio_data/mp3_data/Memories (feat. Kid Cudi).mp3,David Guetta,big roomdance popedmpoppop dancepop rap,pop
Treasure,./audio_data/mp3_data/Treasure.mp3,Bruno Mars,dance poppop,pop
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","./audio_data/mp3_data/Feels (feat. Pharrell Williams, Katy Perry & Big Sean).mp3",Calvin Harris,dance popedmelectro househousepoppop dancepop rapprogressive houseuk dance,pop
Roar,./audio_data/mp3_data/Roar.mp3,Katy Perry,dance poppoppost-teen pop,pop
"Happy - From ""Despicable Me 2""",./audio_data/mp3_data/Happy - From Despicable Me 2.mp3,Pharrell Williams,hip hoppop rap,pop
Rolling in the Deep,./audio_data/mp3_data/Rolling in the Deep.mp3,Adele,british soulpoppop souluk pop,pop
Criminal,./audio_data/mp3_data/Criminal.mp3,Britney Spears,dance poppoppost-teen pop,pop
24K Magic,./audio_data/mp3_data/24K Magic.mp3,Bruno Mars,dance poppop,pop
Drag Me Down,./audio_data/mp3_data/Drag Me Down.mp3,One Direction,boy bandpoppost-teen poptalent show,pop
On The Floor,./audio_data/mp3_data/On The Floor.mp3,Jennifer Lopez,dance poppoppop rapurban contemporary,pop
Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],./audio_data/mp3_data/Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit].mp3,Justin Timberlake,dance poppop,pop
Classic,./audio_data/mp3_data/Classic.mp3,MKTO,dance poppoppop rappop rockpost-teen pop,pop
Adventure of a Lifetime,./audio_data/mp3_data/Adventure of a Lifetime.mp3,Coldplay,permanent wavepop,pop
Little Talks,./audio_data/mp3_data/Little Talks.mp3,Of Monsters and Men,folk-popmetropopolismodern rockpop rockstomp and holler,pop
Till the World Ends,./audio_data/mp3_data/Till the World Ends.mp3,Britney Spears,dance poppoppost-teen pop,pop
Timber (feat. Ke$ha),./audio_data/mp3_data/Timber (feat. Ke$ha).mp3,Pitbull,dance poplatinmiami hip hoppoppop rap,pop
Run the World (Girls),./audio_data/mp3_data/Run the World (Girls).mp3,Beyoncé,dance poppopr&b,pop
Lose Yourself to Dance (feat. Pharrell Williams),./audio_data/mp3_data/Lose Yourself to Dance (feat. Pharrell Williams).mp3,Daft Punk,electrofilter house,pop
Low (feat. T-Pain),./audio_data/mp3_data/Low (feat. T-Pain).mp3,Flo Rida,dance popmiami hip hoppoppop rap,pop
Ride,./audio_data/mp3_data/Ride.mp3,Twenty One Pilots,modern rockrock,pop
Fire Burning,./audio_data/mp3_data/Fire Burning.mp3,Sean Kingston,dance popmiami hip hoppoppost-teen popurban contemporary,pop
Boys,./audio_data/mp3_data/Boys.mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
Problem,./audio_data/mp3_data/Problem.mp3,Ariana Grande,dance poppop,pop
All About That Bass,./audio_data/mp3_data/All About That Bass.mp3,Meghan Trainor,dance pophip poppoppost-teen pop,pop
Steal My Girl,./audio_data/mp3_data/Steal My Girl.mp3,One Direction,boy bandpoppost-teen poptalent show,pop
"Honey, I'm Good.","./audio_data/mp3_data/Honey, I'm Good..mp3",Andy Grammer,dance popmodern rockneo mellowpoppop rappop rockpost-teen pop,pop
Hold Up,./audio_data/mp3_data/Hold Up.mp3,Beyoncé,dance poppopr&b,pop
The Funeral,./audio_data/mp3_data/The Funeral.mp3,YUNGBLUD,british indie rockmodern rockpoprock,rock
Black Summer,./audio_data/mp3_data/Black Summer.mp3,Red Hot Chili Peppers,alternative rockfunk metalfunk rockpermanent wave,rock
Hayloft II,./audio_data/mp3_data/Hayloft II.mp3,Mother Mother,indie popvancouver indie,rock
Honeybrains,./audio_data/mp3_data/Honeybrains.mp3,Royal Blood,alternative rockbrighton indiegarage rockmodern alternative rockmodern blues rockmodern hard rockmodern rockrock,rock
Loved You A Little (with Taking Back Sunday and Charlotte Sands),./audio_data/mp3_data/Loved You A Little (with Taking Back Sunday and Charlotte Sands).mp3,The Maine,modern alternative rockmodern rockneon pop punkpop emopop punkpop rockrocktempe indie,rock
maybe (feat. Bring Me The Horizon),./audio_data/mp3_data/maybe (feat. Bring Me The Horizon).mp3,Machine Gun Kelly,ohio hip hoppop rap,rock
2am,./audio_data/mp3_data/2am.mp3,Foals,indie rockmodern rocknew raveoxford indierock,rock
.intoodeep.,./audio_data/mp3_data/.intoodeep..mp3,Dead Poet Society,boston indiemodern alternative rockmodern rockrock,rock
Wild Child,./audio_data/mp3_data/Wild Child.mp3,The Black Keys,alternative rockblues rockgarage rockmodern blues rockmodern rockpunk bluesrockroots rock,rock
