song,path_to_wav,artist,artist_genre,genre
bored,./audio_data/metal_mp3/bored.mp3,Deftones,alternative metalnu metalrap metalrocksacramento indie,metal
sober,./audio_data/metal_mp3/sober.mp3,TOOL,alternative metalalternative rockart rocknu metalprogressive metalprogressive rockrock,metal
i'm broken,./audio_data/metal_mp3/i'm broken.mp3,Pantera,alternative metalgroove metalhard rockmetalnu metalold school thrashrocktexas metal,metal
night crawler,./audio_data/metal_mp3/night crawler.mp3,Judas Priest,album rockbirmingham metalglam metalhard rockmetalpower metalrock,metal
wait and bleed,./audio_data/metal_mp3/wait and bleed.mp3,Slipknot,alternative metalnu metalrap metal,metal
jet city woman - remastered 2003,./audio_data/metal_mp3/jet city woman - remastered 2003.mp3,Queensrÿche,album rockglam metalhard rockmetalprogressive metalrockus power metal,metal
"snap your fingers, snap your neck","./audio_data/metal_mp3/snap your fingers, snap your neck.mp3",Prong,alternative metalgroove metalhard rockindustrial metalmetalnu metalold school thrashrap rockthrash metal,metal
war ensemble,./audio_data/metal_mp3/war ensemble.mp3,Slayer,alternative metaldeath metalhard rockmetalnu metalold school thrashrockspeed metalthrash metal,metal
push it,./audio_data/metal_mp3/push it.mp3,Static-X,alternative metalgroove metalindustrial metalindustrial rocknu metalrap metalrap rock,metal
dragonaut,./audio_data/metal_mp3/dragonaut.mp3,Sleep,doom metaldrone metalpost-doom metalpsychedelic doomstoner metalstoner rock,metal
symbolic,./audio_data/metal_mp3/symbolic.mp3,Death,alternative metaldeath metaldissonant death metalflorida death metalmetalrocktechnical death metal,metal
toxicity,./audio_data/metal_mp3/toxicity.mp3,System Of A Down,alternative metalnu metalrap metalrock,metal
cemetery gates,./audio_data/metal_mp3/cemetery gates.mp3,Pantera,alternative metalgroove metalhard rockmetalnu metalold school thrashrocktexas metal,metal
space lord,./audio_data/metal_mp3/space lord.mp3,Monster Magnet,alternative metalhard rockstoner metalstoner rock,metal
a tout le monde - remastered 2004,./audio_data/metal_mp3/a tout le monde - remastered 2004.mp3,Megadeth,album rockalternative metalhard rockmelodic thrashmetalold school thrashrockspeed metalthrash metal,metal
ashes to ashes,./audio_data/metal_mp3/ashes to ashes.mp3,Faith No More,alternative metalalternative rockfunk metalfunk rockhard rocknu metalrap metalrap rockrock,metal
i'm with stupid,./audio_data/metal_mp3/i'm with stupid.mp3,Static-X,alternative metalgroove metalindustrial metalindustrial rocknu metalrap metalrap rock,metal
the american way,./audio_data/metal_mp3/the american way.mp3,Sacred Reich,alternative metalcrossover thrashdeath metalfunk metalgroove metalmetalold school thrashspeed metalthrash metal,metal
you can't bring me down,./audio_data/metal_mp3/you can't bring me down.mp3,Suicidal Tendencies,alternative metalcalifornia hardcorecrossover thrashfunk metalhardcore punkmetalnu metalold school thrashpunkrap rockthrash metal,metal
aerials,./audio_data/metal_mp3/aerials.mp3,System Of A Down,alternative metalnu metalrap metalrock,metal
seasons in the abyss,./audio_data/metal_mp3/seasons in the abyss.mp3,Slayer,alternative metaldeath metalhard rockmetalnu metalold school thrashrockspeed metalthrash metal,metal
detox,./audio_data/metal_mp3/detox.mp3,Strapping Young Lad,alternative metalcanadian metaldeath metalgroove metalmetalnu metalprogressive metalvancouver metal,metal
just one fix,./audio_data/metal_mp3/just one fix.mp3,Ministry,alternative metaldouble drummingindustrialindustrial metalindustrial rocknu metalrap rock,metal
dante's inferno,./audio_data/metal_mp3/dante's inferno.mp3,Iced Earth,hard rockmetalneo classical metalold school thrashpower metalpower thrashspeed metalus power metal,metal
replica,./audio_data/metal_mp3/replica.mp3,Fear Factory,alternative metalgroove metalindustrial metalindustrial rockmetalnu metalrap metalrap rock,metal
good day to die,./audio_data/metal_mp3/good day to die.mp3,Exodus,death metalgroove metalhard rockmetalold school thrashspeed metalthrash metal,metal
roots bloody roots,./audio_data/metal_mp3/roots bloody roots.mp3,Sepultura,alternative metalbrazilian groove metalbrazilian metalbrazilian thrash metaldeath metaldeathrashgroove metalhard rocklatin metalmetalmetal mineironu metalold school thrashrockthrash metal,metal
ramones,./audio_data/metal_mp3/ramones.mp3,Motörhead,album rockalternative metalhard rockmetalrockspeed metal,metal
i am the black wizards,./audio_data/metal_mp3/i am the black wizards.mp3,Emperor,black metalmetalnorwegian black metalnorwegian metalsymphonic black metalsymphonic metaltechnical black metalviking metal,metal
sacrificial suicide,./audio_data/metal_mp3/sacrificial suicide.mp3,Deicide,black metalbrutal death metaldeath metalflorida death metalmetaltechnical death metal,metal
clean my wounds,./audio_data/metal_mp3/clean my wounds.mp3,Corrosion Of Conformity,alternative metalgroove metalhard rockmetalnorth carolina metalnu metalold school thrashrap rocksludge metalstoner metalstoner rock,metal
stone the crow,./audio_data/metal_mp3/stone the crow.mp3,DOWN,alternative metalgroove metalhard rocklouisiana metalmetalnu metalrocksludge metalsouthern metalstoner metalsupergroup,metal
davidian,./audio_data/metal_mp3/davidian.mp3,Machine Head,alternative metalgroove metalhard rockindustrial metalmelodic groove metalmelodic metalcoremetalnu metalprogressive groove metalrap rockrock,metal
save yourself,./audio_data/metal_mp3/save yourself.mp3,Stabbing Westward,alternative metalindustrial metalindustrial rocknu metal,metal
chop suey!,./audio_data/metal_mp3/chop suey!.mp3,System Of A Down,alternative metalnu metalrap metalrock,metal
duality,./audio_data/metal_mp3/duality.mp3,Slipknot,alternative metalnu metalrap metal,metal
take a look around,./audio_data/metal_mp3/take a look around.mp3,Limp Bizkit,alternative metalfunk metalnu metalrap metal,metal
schism,./audio_data/metal_mp3/schism.mp3,TOOL,alternative metalalternative rockart rocknu metalprogressive metalprogressive rockrock,metal
bodies,./audio_data/metal_mp3/bodies.mp3,Drowning Pool,alternative metalindustrial metalnu metalpost-grungerap metalrap rock,metal
stricken,./audio_data/metal_mp3/stricken.mp3,Disturbed,alternative metalnu metalrap metal,metal
"too much, too young, too fast","./audio_data/metal_mp3/too much, too young, too fast.mp3",Airbourne,album rockglam metalhard rockmetalrock,metal
panic attack,./audio_data/metal_mp3/panic attack.mp3,Dream Theater,neo classical metalprogressive metal,metal
rasputin,./audio_data/metal_mp3/rasputin.mp3,Turisas,folk metalnordic folk metalpower metalslavic folk metalviking metal,metal
feel so numb,./audio_data/metal_mp3/feel so numb.mp3,Rob Zombie,alternative metalindustrial metalindustrial rocknu metalrap rockrock,metal
the fight song,./audio_data/metal_mp3/the fight song.mp3,Marilyn Manson,alternative metalindustrialindustrial metalindustrial rocknu metal,metal
bat country,./audio_data/metal_mp3/bat country.mp3,Avenged Sevenfold,alternative metalnu metal,metal
psychosocial,./audio_data/metal_mp3/psychosocial.mp3,Slipknot,alternative metalnu metalrap metal,metal
runnin' wild,./audio_data/metal_mp3/runnin' wild.mp3,Airbourne,album rockglam metalhard rockmetalrock,metal
blood and thunder,./audio_data/metal_mp3/blood and thunder.mp3,Mastodon,alternative metalatlanta metalhard rockmetalnu metalprogressive groove metalprogressive sludgerocksludge metalstoner metal,metal
check my brain,./audio_data/metal_mp3/check my brain.mp3,Alice In Chains,alternative metalalternative rockgrungehard rocknu metalrock,metal
lateralus,./audio_data/metal_mp3/lateralus.mp3,TOOL,alternative metalalternative rockart rocknu metalprogressive metalprogressive rockrock,metal
before i forget,./audio_data/metal_mp3/before i forget.mp3,Slipknot,alternative metalnu metalrap metal,metal
in the name of tragedy,./audio_data/metal_mp3/in the name of tragedy.mp3,Motörhead,album rockalternative metalhard rockmetalrockspeed metal,metal
revolution is my name,./audio_data/metal_mp3/revolution is my name.mp3,Pantera,alternative metalgroove metalhard rockmetalnu metalold school thrashrocktexas metal,metal
flying whales,./audio_data/metal_mp3/flying whales.mp3,Gojira,alternative metalfrench death metalfrench metalmetalnu metalprogressive groove metalrock,metal
milk lizard,./audio_data/metal_mp3/milk lizard.mp3,The Dillinger Escape Plan,alternative metalamerican metalcoremathcorenew jersey hardcorenew jersey punk,metal
b.y.o.b.,./audio_data/metal_mp3/b.y.o.b..mp3,System Of A Down,alternative metalnu metalrap metalrock,metal
coming undone,./audio_data/metal_mp3/coming undone.mp3,Korn,alternative metalfunk metalnu metalrap metalrock,metal
vicarious,./audio_data/metal_mp3/vicarious.mp3,TOOL,alternative metalalternative rockart rocknu metalprogressive metalprogressive rockrock,metal
hearts on fire,./audio_data/metal_mp3/hearts on fire.mp3,HammerFall,gothenburg metalhard rockmelodic metalmetalneo classical metalpower metalswedish power metal,metal
bleed,./audio_data/metal_mp3/bleed.mp3,Meshuggah,alternative metaldeath metaldjentnu metalprogressive groove metalswedish metaltechnical groove metaltechnical thrash,metal
are you dead yet?,./audio_data/metal_mp3/are you dead yet.mp3,Children Of Bodom,alternative metalfinnish death metalfinnish melodeathfinnish metalmelodic death metalmetalpower metal,metal
stillborn,./audio_data/metal_mp3/stillborn.mp3,Black Label Society,alternative metalgroove metalhard rockmetalnu metalrock,metal
toxicity,./audio_data/metal_mp3/toxicity.mp3,System Of A Down,alternative metalnu metalrap metalrock,metal
unholy confessions,./audio_data/metal_mp3/unholy confessions.mp3,Avenged Sevenfold,alternative metalnu metal,metal
anthem (we are the fire),./audio_data/metal_mp3/anthem (we are the fire).mp3,Trivium,alternative metalmelodic metalcoremelodic thrashmetalmetalcorenu metal,metal
keelhauled,./audio_data/metal_mp3/keelhauled.mp3,Alestorm,british power metalcomiccomic metalmetalpiratepower metalscottish metal,metal
primo victoria,./audio_data/metal_mp3/primo victoria.mp3,Sabaton,metalpower metalswedish metalswedish power metal,metal
hyperdrive!,./audio_data/metal_mp3/hyperdrive!.mp3,Devin Townsend,canadian metalprogressive metalvancouver metal,metal
down with the sickness,./audio_data/metal_mp3/down with the sickness.mp3,Disturbed,alternative metalnu metalrap metal,metal
the art of dying,./audio_data/metal_mp3/the art of dying.mp3,Gojira,alternative metalfrench death metalfrench metalmetalnu metalprogressive groove metalrock,metal
boom,./audio_data/metal_mp3/boom.mp3,P.O.D.,alternative metalfunk metalnu metalrap metalrap rock,metal
afterlife,./audio_data/metal_mp3/afterlife.mp3,Avenged Sevenfold,alternative metalnu metal,metal
nemesis,./audio_data/metal_mp3/nemesis.mp3,Arch Enemy,alternative metaldeath metalmelodic death metalmetalnu metalpower metalswedish death metalswedish melodeathswedish metal,metal
30/30-150,./audio_data/metal_mp3/3030-150.mp3,Stone Sour,alternative metalnu metalpost-grungerap rockrock,metal
break,./audio_data/metal_mp3/break.mp3,Three Days Grace,alternative metalcanadian metalcanadian rocknu metalpost-grunge,metal
laid to rest,./audio_data/metal_mp3/laid to rest.mp3,Lamb of God,alternative metalgroove metalmelodic metalcoremetalmetalcorenu metalvirginia metal,metal
die mf die,./audio_data/metal_mp3/die mf die.mp3,Dope,alternative metalindustrial metalindustrial rocknu metalrap rock,metal
linchpin,./audio_data/metal_mp3/linchpin.mp3,Fear Factory,alternative metalgroove metalindustrial metalindustrial rockmetalnu metalrap metalrap rock,metal
elite,./audio_data/metal_mp3/elite.mp3,Deftones,alternative metalnu metalrap metalrocksacramento indie,metal
redneck stomp,./audio_data/metal_mp3/redneck stomp.mp3,Obituary,brutal death metaldeath metalflorida death metalgroove metalmetal,metal
redneck,./audio_data/metal_mp3/redneck.mp3,Lamb of God,alternative metalgroove metalmelodic metalcoremetalmetalcorenu metalvirginia metal,metal
panama - 2015 remaster,./audio_data/metal_mp3/panama - 2015 remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,metal
pour some sugar on me - remastered 2017,./audio_data/metal_mp3/pour some sugar on me - remastered 2017.mp3,Def Leppard,album rockglam metalhard rocknwobhmrock,metal
seventeen,./audio_data/metal_mp3/seventeen.mp3,Winger,album rockglam metalhard rockrocksleaze rock,metal
rainbow in the dark,./audio_data/metal_mp3/rainbow in the dark.mp3,Dio,album rockglam metalhard rockmetalpower metalrock,metal
lay it down,./audio_data/metal_mp3/lay it down.mp3,Ratt,album rockglam metalhard rockmetalrock,metal
bad medicine,./audio_data/metal_mp3/bad medicine.mp3,Bon Jovi,glam metalrock,metal
metal health (bang your head),./audio_data/metal_mp3/metal health (bang your head).mp3,Quiet Riot,album rockclassic rockglam metalhard rockmetalrock,metal
the final countdown,./audio_data/metal_mp3/the final countdown.mp3,Europe,album rockglam metalhard rockrockswedish hard rockswedish melodic rock,metal
no one like you,./audio_data/metal_mp3/no one like you.mp3,Scorpions,album rockgerman hard rockgerman metalgerman rockhard rockmetalrock,metal
close my eyes forever,./audio_data/metal_mp3/close my eyes forever.mp3,Lita Ford,album rockglam metalhard rockrock,metal
every rose has its thorn - remastered 2003,./audio_data/metal_mp3/every rose has its thorn - remastered 2003.mp3,Poison,album rockglam metalhard rockrock,metal
lick it up,./audio_data/metal_mp3/lick it up.mp3,KISS,album rockglam rockhard rockmetalrock,metal
once bitten twice shy,./audio_data/metal_mp3/once bitten twice shy.mp3,Great White,album rockclassic rockglam metalhard rockmetalrock,metal
you're in love,./audio_data/metal_mp3/you're in love.mp3,Ratt,album rockglam metalhard rockmetalrock,metal
cum on feel the noize,./audio_data/metal_mp3/cum on feel the noize.mp3,Quiet Riot,album rockclassic rockglam metalhard rockmetalrock,metal
talk dirty to me,./audio_data/metal_mp3/talk dirty to me.mp3,Poison,album rockglam metalhard rockrock,metal
holy diver,./audio_data/metal_mp3/holy diver.mp3,Dio,album rockglam metalhard rockmetalpower metalrock,metal
round and round,./audio_data/metal_mp3/round and round.mp3,Ratt,album rockglam metalhard rockmetalrock,metal
lay it on the line,./audio_data/metal_mp3/lay it on the line.mp3,Triumph,album rockcanadian metalclassic canadian rockclassic rockglam metalhard rockmellow goldmetalrocksoft rock,metal
cherry pie,./audio_data/metal_mp3/cherry pie.mp3,Warrant,album rockglam metalhard rockrock,metal
summertime girls - studio version,./audio_data/metal_mp3/summertime girls - studio version.mp3,Y&T,album rockglam metalhard rockmetalrocksleaze rock,metal
18 and life,./audio_data/metal_mp3/18 and life.mp3,Skid Row,album rockglam metalhard rockmetalrock,metal
heaven's on fire,./audio_data/metal_mp3/heaven's on fire.mp3,KISS,album rockglam rockhard rockmetalrock,metal
dude (looks like a lady),./audio_data/metal_mp3/dude (looks like a lady).mp3,Aerosmith,album rockclassic rockhard rockrock,metal
alone again,./audio_data/metal_mp3/alone again.mp3,Dokken,album rockglam metalhard rockmetalrock,metal
poison,./audio_data/metal_mp3/poison.mp3,Alice Cooper,album rockclassic rockdetroit rockglam metalglam rockhard rockmetalprotopunkrock,metal
inside out,./audio_data/metal_mp3/inside out.mp3,XYZ,,metal
wait,./audio_data/metal_mp3/wait.mp3,White Lion,album rockglam metalhard rockrock,metal
wild frontier - remastered 2002,./audio_data/metal_mp3/wild frontier - remastered 2002.mp3,Gary Moore,album rockblues rockbritish bluesclassic rockelectric blueshard rockrock,metal
edge of a broken heart,./audio_data/metal_mp3/edge of a broken heart.mp3,Vixen,glam metal,metal
i don't believe in love - remastered 2003,./audio_data/metal_mp3/i don't believe in love - remastered 2003.mp3,Queensrÿche,album rockglam metalhard rockmetalprogressive metalrockus power metal,metal
i hate myself for loving you,./audio_data/metal_mp3/i hate myself for loving you.mp3,Joan Jett & The Blackhearts,glam punkrock,metal
eye of the tiger,./audio_data/metal_mp3/eye of the tiger.mp3,Survivor,album rockhard rockrocksoft rock,metal
kiss me deadly,./audio_data/metal_mp3/kiss me deadly.mp3,Lita Ford,album rockglam metalhard rockrock,metal
i remember you,./audio_data/metal_mp3/i remember you.mp3,Skid Row,album rockglam metalhard rockmetalrock,metal
heaven,./audio_data/metal_mp3/heaven.mp3,Warrant,album rockglam metalhard rockrock,metal
fallen angel - remastered,./audio_data/metal_mp3/fallen angel - remastered.mp3,Poison,album rockglam metalhard rockrock,metal
runaway,./audio_data/metal_mp3/runaway.mp3,Bon Jovi,glam metalrock,metal
shake me,./audio_data/metal_mp3/shake me.mp3,Cinderella,album rockglam metalhard rockmetalrock,metal
modern day cowboy,./audio_data/metal_mp3/modern day cowboy.mp3,Tesla,album rockclassic rockglam metalhard rockrocksacramento indie,metal
why can't this be love,./audio_data/metal_mp3/why can't this be love.mp3,Van Halen,album rockclassic rockhard rockmetalrock,metal
up all night,./audio_data/metal_mp3/up all night.mp3,Slaughter,album rockcanadian metalglam metalhard rockrocksleaze rock,metal
high enough,./audio_data/metal_mp3/high enough.mp3,Damn Yankees,album rockclassic rockglam metalhard rockrock,metal
living after midnight,./audio_data/metal_mp3/living after midnight.mp3,Judas Priest,album rockbirmingham metalglam metalhard rockmetalpower metalrock,metal
wild child,./audio_data/metal_mp3/wild child.mp3,W.A.S.P.,album rockglam metalhard rockmetalrock,metal
unskinny bop,./audio_data/metal_mp3/unskinny bop.mp3,Poison,album rockglam metalhard rockrock,metal
bark at the moon,./audio_data/metal_mp3/bark at the moon.mp3,Ozzy Osbourne,album rockbirmingham metalhard rockmetalrock,metal
in my dreams (re-recorded / remastered),./audio_data/metal_mp3/in my dreams (re-recorded  remastered).mp3,Dokken,album rockglam metalhard rockmetalrock,metal
sister christian,./audio_data/metal_mp3/sister christian.mp3,Night Ranger,album rockclassic rockglam metalhard rockheartland rockmellow goldrocksoft rock,metal
love song,./audio_data/metal_mp3/love song.mp3,Tesla,album rockclassic rockglam metalhard rockrocksacramento indie,metal
ain't talkin' 'bout love - 2015 remaster,./audio_data/metal_mp3/ain't talkin' 'bout love - 2015 remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,metal
ace of spades,./audio_data/metal_mp3/ace of spades.mp3,Motörhead,album rockalternative metalhard rockmetalrockspeed metal,metal
don't close your eyes,./audio_data/metal_mp3/don't close your eyes.mp3,Kix,album rockglam metalhard rocksleaze rock,metal
hot for teacher - 2015 remaster,./audio_data/metal_mp3/hot for teacher - 2015 remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,metal
don't treat me bad,./audio_data/metal_mp3/don't treat me bad.mp3,Firehouse,album rockglam metalhard rock,metal
don't stop believin',./audio_data/metal_mp3/don't stop believin'.mp3,Journey,album rockclassic rockhard rockmellow goldrocksoft rock,metal
house of pain,./audio_data/metal_mp3/house of pain.mp3,Faster Pussycat,glam metalglam punkhard rocksleaze rock,metal
sharp dressed man - 2008 remaster,./audio_data/metal_mp3/sharp dressed man - 2008 remaster.mp3,ZZ Top,album rockblues rockclassic rockcountry rockhard rockmetalrock,metal
paranoid - 2012 - remaster,./audio_data/metal_mp3/paranoid - 2012 - remaster.mp3,Black Sabbath,album rockbirmingham metalclassic rockhard rockmetalrockstoner rockuk doom metal,metal
you shook me all night long,./audio_data/metal_mp3/you shook me all night long.mp3,AC/DC,australian rockhard rockrock,metal
breaking the chains,./audio_data/metal_mp3/breaking the chains.mp3,Dokken,album rockglam metalhard rockmetalrock,metal
uncle tom's cabin,./audio_data/metal_mp3/uncle tom's cabin.mp3,Warrant,album rockglam metalhard rockrock,metal
"mama, i'm coming home","./audio_data/metal_mp3/mama, i'm coming home.mp3",Ozzy Osbourne,album rockbirmingham metalhard rockmetalrock,metal
runnin' with the devil - 2015 remaster,./audio_data/metal_mp3/runnin' with the devil - 2015 remaster.mp3,Van Halen,album rockclassic rockhard rockmetalrock,metal
just like paradise,./audio_data/metal_mp3/just like paradise.mp3,David Lee Roth,album rockclassic rockglam metalhard rockmetalneo classical metalrock,metal
cryin',./audio_data/metal_mp3/cryin'.mp3,Vixen,glam metal,metal
barracuda,./audio_data/metal_mp3/barracuda.mp3,Heart,album rockclassic rockhard rockheartland rockmellow goldnew wave poprocksoft rock,metal
