track_name,artist_name,preview,artist_genre
Ghost,Justin Bieber,./data/Ghost,canadian pop pop
Shivers,Ed Sheeran,./data/Shivers,pop uk pop
Heat Waves,Glass Animals,./data/Heat Waves,gauze pop indietronica shiver pop
THATS WHAT I WANT,Lil Nas X,./data/THATS WHAT I WANT,lgbtq+ hip hop pop
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,./data/Enemy (with JID) - from the series Arcane League of Legends,modern rock rock
abcdefu,GAYLE,./data/abcdefu,modern alternative pop
STAY (with Justin Bieber),The Kid LAROI,./data/STAY (with Justin Bieber),australian hip hop
Infinity,Jaymes Young,./data/Infinity,modern rock pop
MAMIII,Becky G,./data/MAMIII,dance pop latin latin pop latin viral pop pop rap latina reggaeton trap latino
Cold Heart - PNAU Remix,Elton John,./data/Cold Heart - PNAU Remix,glam rock mellow gold piano rock
Easy On Me,Adele,./data/Easy On Me,british soul pop pop soul uk pop
Light Switch,Charlie Puth,./data/Light Switch,dance pop pop viral pop
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,./data/INDUSTRY BABY (feat. Jack Harlow),lgbtq+ hip hop pop
Woman,Doja Cat,./data/Woman,dance pop pop
Boyfriend,Dove Cameron,./data/Boyfriend,pop post-teen pop
love nwantiti (ah ah ah),CKay,./data/love nwantiti (ah ah ah),afro r&b
Where Are You Now,Lost Frequencies,./data/Where Are You Now,belgian edm edm pop pop dance tropical house
she's all i wanna be,Tate McRae,./data/she's all i wanna be,alt z dance pop pop post-teen pop
Bad Habits,Ed Sheeran,./data/Bad Habits,pop uk pop
Oh My God,Adele,./data/Oh My God,british soul pop pop soul uk pop
My Universe,Coldplay,./data/My Universe,permanent wave pop
Desesperados,Rauw Alejandro,./data/Desesperados,puerto rican pop trap latino
pushin P (feat. Young Thug),Gunna,./data/pushin P (feat. Young Thug),atl hip hop melodic rap rap trap
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,./data/The Joker And The Queen (feat. Taylor Swift),pop uk pop
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,alt z gen z singer-songwriter pop
Need to Know,Doja Cat,./data/Need to Know,dance pop pop
One Right Now (with The Weeknd),Post Malone,./data/One Right Now (with The Weeknd),dfw rap melodic rap rap
Pepas,Farruko,./data/Pepas,latin reggaeton trap latino
The Motto,Tiësto,./data/The Motto,big room brostep dance pop dutch edm edm house pop pop dance slap house trance tropical house
MIDDLE OF THE NIGHT,Elley Duhé,./data/MIDDLE OF THE NIGHT,alt z pop
I Love You So,The Walters,./data/I Love You So,chicago indie
Happier Than Ever - Edit,Billie Eilish,./data/Happier Than Ever - Edit,art pop electropop pop
Sacrifice,The Weeknd,./data/Sacrifice,canadian contemporary r&b canadian pop pop
Super Gremlin,Kodak Black,./data/Super Gremlin,florida rap hip hop melodic rap miami hip hop rap trap
High,The Chainsmokers,./data/High,dance pop edm electropop pop pop dance tropical house
MONEY,LISA,./data/MONEY,k-pop
Hrs and Hrs,Muni Long,./data/Hrs and Hrs,indie r&b pop r&b pop rap r&b
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,./data/Better Days (NEIKED x Mae Muller x Polo G),scandipop
Numb Little Bug,Em Beihold,./data/Numb Little Bug,alt z gen z singer-songwriter
good 4 u,Olivia Rodrigo,./data/good 4 u,pop
Down Under (feat. Colin Hay),Luude,./data/Down Under (feat. Colin Hay),aussietronica
Smokin Out The Window,Bruno Mars,./data/Smokin Out The Window,dance pop pop
Do We Have A Problem?,Nicki Minaj,./data/Do We Have A Problem?,dance pop hip pop pop pop rap queens hip hop
I Hate U,SZA,./data/I Hate U,pop r&b
It'll Be Okay,Shawn Mendes,./data/It'll Be Okay,canadian pop dance pop pop viral pop
Cigarettes,Juice WRLD,./data/Cigarettes,chicago rap melodic rap
Big Energy,Latto,./data/Big Energy,pop pop r&b r&b trap queen
Ghost,Justin Bieber,./data/Ghost,canadian pop pop
Heat Waves,Glass Animals,./data/Heat Waves,gauze pop indietronica shiver pop
abcdefu,GAYLE,./data/abcdefu,modern alternative pop
Need to Know,Doja Cat,./data/Need to Know,dance pop pop
STAY (with Justin Bieber),The Kid LAROI,./data/STAY (with Justin Bieber),australian hip hop
Cold Heart - PNAU Remix,Elton John,./data/Cold Heart - PNAU Remix,glam rock mellow gold piano rock
THATS WHAT I WANT,Lil Nas X,./data/THATS WHAT I WANT,lgbtq+ hip hop pop
pushin P (feat. Young Thug),Gunna,./data/pushin P (feat. Young Thug),atl hip hop melodic rap rap trap
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,./data/Enemy (with JID) - from the series Arcane League of Legends,modern rock rock
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,./data/Better Days (NEIKED x Mae Muller x Polo G),scandipop
Do We Have A Problem?,Nicki Minaj,./data/Do We Have A Problem?,dance pop hip pop pop pop rap queens hip hop
For Tonight,Giveon,./data/For Tonight,pop r&b
Nail Tech,Jack Harlow,./data/Nail Tech,deep underground hip hop kentucky hip hop rap
she's all i wanna be,Tate McRae,./data/she's all i wanna be,alt z dance pop pop post-teen pop
Pepas,Farruko,./data/Pepas,latin reggaeton trap latino
I Love You So,The Walters,./data/I Love You So,chicago indie
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,./data/The Joker And The Queen (feat. Taylor Swift),pop uk pop
I Hate U,SZA,./data/I Hate U,pop r&b
Light Switch,Charlie Puth,./data/Light Switch,dance pop pop viral pop
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,./data/Message In A Bottle (Taylor's Version) (From The Vault),pop
Shivers,Ed Sheeran,./data/Shivers,pop uk pop
Easy On Me,Adele,./data/Easy On Me,british soul pop pop soul uk pop
Boyfriend,Dove Cameron,./data/Boyfriend,pop post-teen pop
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,./data/INDUSTRY BABY (feat. Jack Harlow),lgbtq+ hip hop pop
The Motto,Tiësto,./data/The Motto,big room brostep dance pop dutch edm edm house pop pop dance slap house trance tropical house
Numb Little Bug,Em Beihold,./data/Numb Little Bug,alt z gen z singer-songwriter
One Right Now (with The Weeknd),Post Malone,./data/One Right Now (with The Weeknd),dfw rap melodic rap rap
love nwantiti (ah ah ah),CKay,./data/love nwantiti (ah ah ah),afro r&b
emo girl (feat. WILLOW),Machine Gun Kelly,./data/emo girl (feat. WILLOW),ohio hip hop pop rap
Cigarettes,Juice WRLD,./data/Cigarettes,chicago rap melodic rap
Lost,Frank Ocean,./data/Lost,alternative r&b hip hop lgbtq+ hip hop neo soul pop
City of Gods,Fivio Foreign,./data/City of Gods,brooklyn drill new york drill rap trap
Meet Me At Our Spot,THE ANXIETY,./data/Meet Me At Our Spot,modern alternative pop
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,alt z gen z singer-songwriter pop
Life Goes On,Oliver Tree,./data/Life Goes On,alternative hip hop
Buy Dirt,Jordan Davis,./data/Buy Dirt,contemporary country
Hrs and Hrs,Muni Long,./data/Hrs and Hrs,indie r&b pop r&b pop rap r&b
Woman,Doja Cat,./data/Woman,dance pop pop
Super Gremlin,Kodak Black,./data/Super Gremlin,florida rap hip hop melodic rap miami hip hop rap trap
Sacrifice,The Weeknd,./data/Sacrifice,canadian contemporary r&b canadian pop pop
My Universe,Coldplay,./data/My Universe,permanent wave pop
By Your Side,Rod Wave,./data/By Your Side,florida rap
Happier Than Ever - Edit,Billie Eilish,./data/Happier Than Ever - Edit,art pop electropop pop
good 4 u,Olivia Rodrigo,./data/good 4 u,pop
Infinity,Jaymes Young,./data/Infinity,modern rock pop
Knife Talk (with 21 Savage ft. Project Pat),Drake,./data/Knife Talk (with 21 Savage ft. Project Pat),canadian hip hop canadian pop hip hop rap toronto rap
Emotional,Glowe,./data/Emotional,uk pop
Funeral,stef,./data/Funeral,alt z
for a second,Madeleine Mayi,./data/for a second,la indie
Float Through The Ceiling,DWLLRS,./data/Float Through The Ceiling,chill pop
love letter,zalagasper,./data/love letter,eurovision
lovers only singalong,Astrus*,./data/lovers only singalong,aesthetic rap lo-fi chill sad rap
All My Friends Keep Dying From Drugs,Cami Petyn,./data/All My Friends Keep Dying From Drugs,alt z
the library,jenny nuo,./data/the library,gen z singer-songwriter
Hush Little Baby,Noah Davis,./data/Hush Little Baby,alt z
No. 5,Anna Sofia,./data/No. 5,ontario indie
Liquorice,Elle Lexxa,./data/Liquorice,alt z dark pop
Do Better,Haley Smalls,./data/Do Better,pop r&b
Mess It Up,Savannah Sgro,./data/Mess It Up,alt z
Love Sober,Jude Barclay,./data/Love Sober,christian hip hop christian trap
Cherry,Blithe,./data/Cherry,uk pop
all my friends,ghosthands,./data/all my friends,emo rap lo-fi chill
City of Angels,gavn!,./data/City of Angels,sad rap
Douchebag,Claudia Bouvette,./data/Douchebag,indie quebecois
St. Valentines,Madds Buckley,./data/St. Valentines,gen z singer-songwriter
Body Language,Alexa Cappelli,./data/Body Language,alt z
Cold,Danielle Apicella,./data/Cold,christian hip hop christian trap
Last Week,Landon Conrath,./data/Last Week,hopebeat
"Come, Cry",Metteson,"./data/Come, Cry",norwegian indie norwegian pop
Prescriptions,Julianna Joy,./data/Prescriptions,gen z singer-songwriter
Pink Walls,Elle Lexxa,./data/Pink Walls,alt z dark pop
Never Was You,Tayler Holder,./data/Never Was You,social media pop
Boyfriend,Dove Cameron,./data/Boyfriend,pop post-teen pop
House On Fire,Mimi Webb,./data/House On Fire,alt z dance pop gen z singer-songwriter pop uk pop
she's all i wanna be,Tate McRae,./data/she's all i wanna be,alt z dance pop pop post-teen pop
Pray,Jessie Murph,./data/Pray,alt z pop social media pop
Nail Tech,Jack Harlow,./data/Nail Tech,deep underground hip hop kentucky hip hop rap
"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,"./data/How Long - From""Euphoria"" An HBO Original Series",art pop dance pop electropop metropopolis pop swedish electropop swedish pop swedish synthpop
Is There Someone Else?,The Weeknd,./data/Is There Someone Else?,canadian contemporary r&b canadian pop pop
Swim,Chase Atlantic,./data/Swim,pop
High,The Chainsmokers,./data/High,dance pop edm electropop pop pop dance tropical house
Numb Little Bug,Em Beihold,./data/Numb Little Bug,alt z gen z singer-songwriter
Light Switch,Charlie Puth,./data/Light Switch,dance pop pop viral pop
Closer (feat. H.E.R.),Saweetie,./data/Closer (feat. H.E.R.),cali rap dance pop pop pop rap r&b trap queen
Beg For You (feat. Rina Sawayama),Charli XCX,./data/Beg For You (feat. Rina Sawayama),art pop candy pop dance pop electropop metropopolis pop post-teen pop uk pop
Trouble (from ‘Three Months’),Troye Sivan,./data/Trouble (from ‘Three Months’),australian pop dance pop electropop pop viral pop
LAst dAy oN EaRTh,Tai Verdes,./data/LAst dAy oN EaRTh,modern indie pop
26,Lauv,./data/26,dance pop electropop pop
Fast Times,Sabrina Carpenter,./data/Fast Times,alt z dance pop electropop pop post-teen pop viral pop
Say Nothing (feat. MAY-A),Flume,./data/Say Nothing (feat. MAY-A),australian dance australian electropop australian indie downtempo edm
"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",Mura Masa,"./data/bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",channel islands indie vapor soul
thought it was,iann dior,./data/thought it was,melodic rap pop rap
this is what falling in love feels like,JVKE,./data/this is what falling in love feels like,modern indie pop
KEEP IT UP,Rex Orange County,./data/KEEP IT UP,bedroom pop pop
emo girl (feat. WILLOW),Machine Gun Kelly,./data/emo girl (feat. WILLOW),ohio hip hop pop rap
ur just horny,GAYLE,./data/ur just horny,modern alternative pop
Always Been You,Jessie Murph,./data/Always Been You,alt z pop social media pop
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,./data/The Joker And The Queen (feat. Taylor Swift),pop uk pop
Everything But You (feat. A7S),Clean Bandit,./data/Everything But You (feat. A7S),dance pop edm pop pop dance tropical house uk dance uk funky
MAMIII,Becky G,./data/MAMIII,dance pop latin latin pop latin viral pop pop rap latina reggaeton trap latino
Where Did You Go?,Jax Jones,./data/Where Did You Go?,dance pop edm electro house house pop pop dance pop rap tropical house uk dance
City of Gods,Fivio Foreign,./data/City of Gods,brooklyn drill new york drill rap trap
Big Energy,Latto,./data/Big Energy,pop pop r&b r&b trap queen
Love's Train,Bruno Mars,./data/Love's Train,dance pop pop
Celebrity Skin,Doja Cat,./data/Celebrity Skin,dance pop pop
Options (feat. 24kGoldn),Internet Money,./data/Options (feat. 24kGoldn),rap trap
Sunroof,Nicky Youre,./data/Sunroof,pop
"if jesus saves, she's my type",ROLE MODEL,"./data/if jesus saves, she's my type",alt z bedroom pop indie pop pop
AMAZING,Rex Orange County,./data/AMAZING,bedroom pop pop
Swing & A Miss,Oliver Tree,./data/Swing & A Miss,alternative hip hop
Come With Me,Surfaces,./data/Come With Me,bedroom soul pop
Hate Me If It Helps,Alexander 23,./data/Hate Me If It Helps,alt z pop
Miserable Man,David Kushner,./data/Miserable Man,alt z gen z singer-songwriter
Butterflies,Abe Parker,./data/Butterflies,alt z
Anyone For You,George Ezra,./data/Anyone For You,folk-pop modern rock neo-singer-songwriter pop pop rock
Emiliana,CKay,./data/Emiliana,afro r&b
Boys Don't Cry,Anitta,./data/Boys Don't Cry,funk carioca funk pop pagode baiano pop nacional
Don’t Wake Me Up,Jonas Blue,./data/Don’t Wake Me Up,dance pop edm pop pop dance tropical house uk dance
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,alt z gen z singer-songwriter pop
Fat Funny Friend,Maddie Zahm,./data/Fat Funny Friend,alt z
killer queen,Mad Tsai,./data/killer queen,alt z bedroom pop
Polaroid Love,ENHYPEN,./data/Polaroid Love,anime k-pop boy group
the lifeboat's empty!,Chelsea Cutler,./data/the lifeboat's empty!,alt z electropop pop tropical house
Jigsaw,Conan Gray,./data/Jigsaw,bedroom pop pop
WYD Now?,Sadie Jean,./data/WYD Now?,alt z pop
Notion,The Rare Occasions,./data/Notion,la indie
Loser,Sueco,./data/Loser,cali rap pop rap
Cowboys Don’t Cry,Oliver Tree,./data/Cowboys Don’t Cry,alternative hip hop
Back To The Future,Bastille,./data/Back To The Future,metropopolis modern rock pop pop rock
"Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",Labrinth,"./data/Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",indie poptimism pop
In Your Arms (For An Angel),Topic,./data/In Your Arms (For An Angel),dance pop edm electro house german dance pop dance pop edm tropical house
Mujeriego,Ryan Castro,./data/Mujeriego,trap colombiano
MIDDLE OF THE NIGHT,Elley Duhé,./data/MIDDLE OF THE NIGHT,alt z pop
drunk text me,Lexi Jayde,./data/drunk text me,alt z social media pop
Love It When You Hate Me (feat. blackbear),Avril Lavigne,./data/Love It When You Hate Me (feat. blackbear),canadian pop candy pop dance pop pop post-teen pop
GO TO HELL,Clinton Kane,./data/GO TO HELL,alt z gen z singer-songwriter pop
Perfect,Ali Gatie,./data/Perfect,canadian hip hop pop
TOUCH,keshi,./data/TOUCH,chill r&b pop
GROWING UP IS _____,Ruel,./data/GROWING UP IS _____,alt z australian alternative pop dance pop electropop pop
London Is Lonely,Holly Humberstone,./data/London Is Lonely,alt z indie pop modern alternative pop uk pop
Fall in Love with You.,Montell Fish,./data/Fall in Love with You.,pittsburgh rap
When I’m Gone (with Katy Perry),Alesso,./data/When I’m Gone (with Katy Perry),dance pop edm electro house pop pop dance progressive electro house tropical house
Brividi,Mahmood,./data/Brividi,italian pop
Sunshine,OneRepublic,./data/Sunshine,dance pop piano rock pop pop rock
Oh My God,Adele,./data/Oh My God,british soul pop pop soul uk pop
Follow Me,Sam Feldt,./data/Follow Me,dance pop edm electro house pop pop dance pop edm tropical house
Tacones Rojos,Sebastian Yatra,./data/Tacones Rojos,colombian pop reggaeton colombiano
Livin It Up (with Post Malone & A$AP Rocky),Young Thug,./data/Livin It Up (with Post Malone & A$AP Rocky),atl hip hop atl trap gangster rap hip hop melodic rap rap trap
Head on Fire,Griff,./data/Head on Fire,dance pop pop uk pop
Mount Everest,Labrinth,./data/Mount Everest,indie poptimism pop
MIDDLE OF THE NIGHT,Elley Duhé,./data/MIDDLE OF THE NIGHT,alt z pop
Softcore,The Neighbourhood,./data/Softcore,modern alternative rock modern rock pop
Notion,The Rare Occasions,./data/Notion,la indie
Boyfriend,Dove Cameron,./data/Boyfriend,pop post-teen pop
Ginseng Strip 2002,Yung Lean,./data/Ginseng Strip 2002,psychedelic hip hop underground hip hop
Swim,Chase Atlantic,./data/Swim,pop
505,Arctic Monkeys,./data/505,garage rock permanent wave rock sheffield indie
Backstabber,Kesha,./data/Backstabber,dance pop electropop pop post-teen pop
Material Girl,Madonna,./data/Material Girl,dance pop pop
Yo Voy (feat. Daddy Yankee),Zion & Lennox,./data/Yo Voy (feat. Daddy Yankee),latin latin hip hop reggaeton trap latino
Lost in the Fire (feat. The Weeknd),Gesaffelstein,./data/Lost in the Fire (feat. The Weeknd),dark clubbing destroy techno
Jungle,Emma Louise,./data/Jungle,australian indie brisbane indie
NEW MAGIC WAND,"Tyler, The Creator",./data/NEW MAGIC WAND,hip hop rap
Forever,Labrinth,./data/Forever,indie poptimism pop
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,./data/Nothing Breaks Like a Heart (feat. Miley Cyrus),dance pop pop
Out of My League,Fitz and The Tantrums,./data/Out of My League,indie poptimism la indie modern alternative rock modern rock pop rock rock
Alien Blues,Vundabar,./data/Alien Blues,boston indie indie garage rock
Pray,Jessie Murph,./data/Pray,alt z pop social media pop
Love Grows (Where My Rosemary Goes),Edison Lighthouse,./data/Love Grows (Where My Rosemary Goes),bubblegum pop
Buttons - Showmusik TikTok Remix,The Pussycat Dolls,./data/Buttons - Showmusik TikTok Remix,dance pop girl group hip pop pop post-teen pop urban contemporary
Primadonna,MARINA,./data/Primadonna,art pop dance pop electropop metropopolis pop uk alternative pop
You Get Me So High,The Neighbourhood,./data/You Get Me So High,modern alternative rock modern rock pop
Stand by Me,Ben E. King,./data/Stand by Me,adult standards brill building pop motown rock-and-roll soul southern soul
No Idea,Don Toliver,./data/No Idea,pop rap trap
Fall in Love with You.,Montell Fish,./data/Fall in Love with You.,pittsburgh rap
The Perfect Girl,Mareux,./data/The Perfect Girl,dark synthpop
Say It Right,Nelly Furtado,./data/Say It Right,canadian latin canadian pop dance pop pop pop rap
Only Love Can Hurt Like This,Paloma Faith,./data/Only Love Can Hurt Like This,british soul dance pop electropop europop
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,./data/Neon Guts (feat. Pharrell Williams),melodic rap philly rap rap trap
Something About You,Eyedress,./data/Something About You,noise pop
So My Darling - Acoustic,Rachel Chinouriri,./data/So My Darling - Acoustic,uk pop
Cigarettes out the Window,TV Girl,./data/Cigarettes out the Window,indie pop
DIVE IN!,JELEEL!,./data/DIVE IN!,rhode island rap
Material Girl,Saucy Santana,./data/Material Girl,trap queen viral rap
556 (Green Tip),iayze,./data/556 (Green Tip),plugg pluggnb vapor trap
Hayloft II,Mother Mother,./data/Hayloft II,indie pop vancouver indie
Hit 'Em Up - Single Version,2Pac,./data/Hit 'Em Up - Single Version,g funk gangster rap hip hop rap west coast rap
all I want is you,Rebzyyx,./data/all I want is you,sped up
Polaroid Love,ENHYPEN,./data/Polaroid Love,anime k-pop boy group
Motion Sickness,Phoebe Bridgers,./data/Motion Sickness,indie pop la indie
oui,Jeremih,./data/oui,chicago rap dance pop pop pop rap r&b southern hip hop trap urban contemporary
Turban,Yeat,./data/Turban,pluggnb
Still D.R.E.,Dr. Dre,./data/Still D.R.E.,g funk gangster rap hip hop rap west coast rap
Cpr,cupcakKe,./data/Cpr,chicago rap dance pop pop trap queen
Big And Chunky,will.i.am,./data/Big And Chunky,dance pop pop pop rap
Major Bag Alert (feat. Migos),DJ Khaled,./data/Major Bag Alert (feat. Migos),dance pop hip hop miami hip hop pop pop rap rap southern hip hop trap
Fat Funny Friend,Maddie Zahm,./data/Fat Funny Friend,alt z
Love You Still (abcdefu romantic version),Tyler Shaw,./data/Love You Still (abcdefu romantic version),pop quebecois
masquerade,siouxxie sixxsta,./data/masquerade,glitchcore sped up
Until I Found You,Stephen Sanchez,./data/Until I Found You,gen z singer-songwriter
Haunted,Laura Les,./data/Haunted,glitchcore hyperpop transpop
Meant to be Yours,Jamie Muscato,./data/Meant to be Yours,broadway show tunes
I Love You So,The Walters,./data/I Love You So,chicago indie
Doin' Time,Lana Del Rey,./data/Doin' Time,art pop pop
All Falls Down,Kanye West,./data/All Falls Down,chicago rap rap
California Love - Original Version,2Pac,./data/California Love - Original Version,g funk gangster rap hip hop rap west coast rap
Howl's Moving Castle - Merry Go Round of Life,Vitamin String Quartet,./data/Howl's Moving Castle - Merry Go Round of Life,bow pop
Lost,Frank Ocean,./data/Lost,alternative r&b hip hop lgbtq+ hip hop neo soul pop
Just Can’t Get Enough,Black Eyed Peas,./data/Just Can’t Get Enough,dance pop pop pop rap
Yonkers,"Tyler, The Creator",./data/Yonkers,hip hop rap
High Enough - Slowed,K.Flay,./data/High Enough - Slowed,electropop escape room hip pop modern rock pop rock
Love On The Brain,Rihanna,./data/Love On The Brain,barbadian pop dance pop pop pop rap urban contemporary
All The Things She Said,t.A.T.u.,./data/All The Things She Said,dance pop girl group
You Right,Doja Cat,./data/You Right,dance pop pop
All For Us - from the HBO Original Series Euphoria,Labrinth,./data/All For Us - from the HBO Original Series Euphoria,indie poptimism pop
Frozen,Madonna,./data/Frozen,dance pop pop
Do We Have A Problem?,Nicki Minaj,./data/Do We Have A Problem?,dance pop hip pop pop pop rap queens hip hop
Need You,Fresco Trey,./data/Need You,memphis hip hop pop rap
Love You So,The King Khan & BBQ Show,./data/Love You So,garage pop garage rock indie garage rock punk blues
Right Foot Creep,YoungBoy Never Broke Again,./data/Right Foot Creep,baton rouge rap trap
HANDSOMER,Russ,./data/HANDSOMER,hawaiian hip hop rap
Teacher's Pet,Melanie Martinez,./data/Teacher's Pet,alt z electropop pop
"Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",Labrinth,"./data/Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",indie poptimism pop
Pope Is a Rockstar,SALES,./data/Pope Is a Rockstar,orlando indie
pushin P (feat. Young Thug),Gunna,./data/pushin P (feat. Young Thug),atl hip hop melodic rap rap trap
Mujeriego,Ryan Castro,./data/Mujeriego,trap colombiano
THATS WHAT I WANT,Lil Nas X,./data/THATS WHAT I WANT,lgbtq+ hip hop pop
Banking On Me,Gunna,./data/Banking On Me,atl hip hop melodic rap rap trap
Doja,$NOT,./data/Doja,aesthetic rap florida rap rap underground hip hop
Numb Little Bug,Em Beihold,./data/Numb Little Bug,alt z gen z singer-songwriter
Eventually,Tame Impala,./data/Eventually,australian psych neo-psychedelic
Loser,Sueco,./data/Loser,cali rap pop rap
Move Your Body,Öwnboss,./data/Move Your Body,brazilian edm
Toxic,Britney Spears,./data/Toxic,dance pop pop post-teen pop
I Hope You're Happy,Games We Play,./data/I Hope You're Happy,miami indie
Like a Boy,Ciara,./data/Like a Boy,dance pop hip pop pop post-teen pop r&b urban contemporary
this is what falling in love feels like,JVKE,./data/this is what falling in love feels like,modern indie pop
Infrunami,Steve Lacy,./data/Infrunami,afrofuturism
Already Best Friends (feat. Chris Brown),Jack Harlow,./data/Already Best Friends (feat. Chris Brown),deep underground hip hop kentucky hip hop rap
Nail Tech,Jack Harlow,./data/Nail Tech,deep underground hip hop kentucky hip hop rap
Want It Bad (with Nigo),Kid Cudi,./data/Want It Bad (with Nigo),hip hop ohio hip hop rap
House On Fire,Mimi Webb,./data/House On Fire,alt z dance pop gen z singer-songwriter pop uk pop
Swing & A Miss,Oliver Tree,./data/Swing & A Miss,alternative hip hop
Banking On Me,Gunna,./data/Banking On Me,atl hip hop melodic rap rap trap
MAGIC (feat. Mustard),Vince Staples,./data/MAGIC (feat. Mustard),conscious hip hop escape room hip hop rap underground hip hop
The Boat I Row,Tame Impala,./data/The Boat I Row,australian psych neo-psychedelic
Pray,Jessie Murph,./data/Pray,alt z pop social media pop
Outsidë (feat. Young Thug),Yeat,./data/Outsidë (feat. Young Thug),pluggnb
Like That,Stefflon Don,./data/Like That,dancehall pop pop rap uk dancehall uk hip hop
NWA (feat. Lil Durk),Lucky Daye,./data/NWA (feat. Lil Durk),alternative r&b chill r&b indie r&b pop pop r&b r&b
Love's Train,Bruno Mars,./data/Love's Train,dance pop pop
AMAZING,Rex Orange County,./data/AMAZING,bedroom pop pop
Trouble (from ‘Three Months’),Troye Sivan,./data/Trouble (from ‘Three Months’),australian pop dance pop electropop pop viral pop
Headphones,Maude Latour,./data/Headphones,alt z indie pop nyc pop
"if jesus saves, she's my type",ROLE MODEL,"./data/if jesus saves, she's my type",alt z bedroom pop indie pop pop
Niño Soñador,J Balvin,./data/Niño Soñador,latin reggaeton reggaeton colombiano trap latino
R U That (feat. 21 Savage),Shenseea,./data/R U That (feat. 21 Savage),dancehall
Bad Habits (feat. Bring Me The Horizon),Ed Sheeran,./data/Bad Habits (feat. Bring Me The Horizon),pop uk pop
Fast Times,Sabrina Carpenter,./data/Fast Times,alt z dance pop electropop pop post-teen pop viral pop
BAD KIDS,347aidan,./data/BAD KIDS,sad lo-fi sad rap
Mariella,Khruangbin,./data/Mariella,neo-psychedelic
HOME,Mike Dimes,./data/HOME,underground hip hop
Elon Musk (feat. Gunna),DDG,./data/Elon Musk (feat. Gunna),pop rap rap trap
What's Love,Baby Tate,./data/What's Love,escape room trap queen viral rap
Fuera del mercado,Danny Ocean,./data/Fuera del mercado,latin latin pop pop venezolano reggaeton trap latino
Everything But You (feat. A7S),Clean Bandit,./data/Everything But You (feat. A7S),dance pop edm pop pop dance tropical house uk dance uk funky
Champions (feat. Wiz Khalifa),Ty Dolla $ign,./data/Champions (feat. Wiz Khalifa),hip hop pop pop rap r&b southern hip hop trap trap soul
For The Squadron,SAINt JHN,./data/For The Squadron,melodic rap pop rap rap slap house trap
Naturally,Tinashe,./data/Naturally,alternative r&b dance pop electropop hip pop metropopolis pop pop r&b pop rap post-teen pop r&b urban contemporary
YES MOM,Tessa Violet,./data/YES MOM,alt z indie pop
When You Look At Me,Sara Kays,./data/When You Look At Me,alt z gen z singer-songwriter modern indie pop pop
I Think I Met You In A Dream,COIN,./data/I Think I Met You In A Dream,indie pop indie poptimism modern rock pop pop rock
Hurts to Love,Beach House,./data/Hurts to Love,baltimore indie dream pop dreamo modern dream pop
anotherlife,Nilüfer Yanya,./data/anotherlife,art pop uk alternative pop
Bad Love,Dehd,./data/Bad Love,art pop bubblegrunge garage psych indie pop indie rock surf punk
Deprimida,Ozuna,./data/Deprimida,latin puerto rican pop reggaeton trap latino
Wait Too Long (feat. Blxst),Buddy,./data/Wait Too Long (feat. Blxst),alternative r&b cali rap underground hip hop
Girls Love Rod Wave,Scorey,./data/Girls Love Rod Wave,upstate ny rap
Letter To Ur Ex,Mahalia,./data/Letter To Ur Ex,alternative r&b chill r&b dance pop indie anthem-folk indie soul pop r&b uk contemporary r&b
Last Night Lonely,Jon Pardi,./data/Last Night Lonely,contemporary country country country road modern country rock
KULT (feat. Jasiah),Steve Aoki,./data/KULT (feat. Jasiah),dance pop edm electro house pop dance pop rap tropical house
Naked in Manhattan,Chappell Roan,./data/Naked in Manhattan,indie electropop indie pop springfield mo indie
DIZZY,THE BLSSM,./data/DIZZY,modern alternative pop
Little League,Wallice,./data/Little League,indie pop
Float Through The Ceiling,DWLLRS,./data/Float Through The Ceiling,chill pop
Soul Bleed,Mooski,./data/Soul Bleed,alabama rap
Cartier,Melii,./data/Cartier,pop r&b r&b rap latina trap queen
Headlights (feat. KIDDO),Alok,./data/Headlights (feat. KIDDO),electro house pop nacional slap house
